timestamp,role,type,data
1766172365.463097,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-1,-12,1,-10,1,-12,0,-12,-1,-12,1,-12,-1,-12,-1,-12,0,-11,-1,-12,-1,-13,-2,-13,-2,-12,-3,-12,-2,-12,-4,-13,-4,-11,-4,-11,-5,-11,-4,-11,-4,-11,-5,-12,-5,-11,-7,-12,-6,-12,-7,-12,0,0,-8,-12,-7,-13,-8,-13,-8,-13,-7,-12,-8,-13,-8,-13,-7,-12,-8,-13,-7,-13,-7,-13,-6,-12,-6,-12,-6,-12,-5,-12,-6,-12,-5,-12,-5,-12,-4,-12,-4,-11,-4,-11,-3,-11,-3,-11,-2,-10,-1,-10,-1,-10,0,0,0,0,0,0,0,0,0,0"
1766172365.4803476,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,9,4,10,2,12,4,11,4,10,3,10,4,9,6,10,5,9,5,9,6,9,5,9,6,10,7,10,7,10,8,8,7,9,8,8,7,8,7,8,9,8,8,8,10,8,9,8,10,8,0,0,10,8,10,9,11,8,11,9,9,9,10,9,10,9,10,9,10,9,10,9,10,10,9,9,9,9,8,9,8,10,8,9,8,10,7,9,6,9,5,9,5,9,5,9,4,9,4,9,2,9,2,8,0,0,0,0,0,0,0,0,0,0"
1766172365.5044484,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-9,-8,-8,-8,-8,-9,-9,-8,-8,-8,-8,-8,-9,-7,-8,-8,-9,-7,-9,-7,-10,-9,-10,-8,-9,-7,-9,-6,-10,-6,-11,-6,-11,-6,-11,-6,-11,-5,-11,-5,-11,-6,-13,-4,-11,-4,-13,-4,-13,-5,-13,-4,0,0,-14,-3,-14,-5,-15,-4,-15,-4,-13,-5,-14,-4,-14,-5,-13,-4,-14,-5,-13,-5,-14,-5,-12,-6,-13,-6,-13,-6,-12,-6,-12,-6,-12,-6,-11,-6,-11,-6,-10,-6,-10,-7,-10,-7,-8,-7,-8,-8,-8,-8,-7,-7,0,0,0,0,0,0,0,0,0,0"
1766172365.523311,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,7,-7,7,-8,7,-8,8,-8,7,-8,7,-8,6,-8,6,-8,6,-9,5,-9,6,-10,5,-11,5,-10,5,-10,5,-10,5,-12,4,-11,4,-11,3,-11,4,-11,4,-11,3,-12,3,-11,2,-12,3,-13,2,-14,0,0,2,-14,3,-14,2,-15,2,-15,3,-13,3,-14,2,-14,3,-14,3,-15,3,-14,3,-14,3,-13,4,-13,4,-13,5,-12,4,-13,5,-12,4,-12,5,-11,5,-11,5,-10,5,-10,5,-9,5,-9,6,-8,6,-7,0,0,0,0,0,0,0,0,0,0"
1766172365.5449746,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,8,-8,7,-8,8,-9,9,-8,8,-10,8,-8,7,-9,7,-9,8,-9,7,-10,7,-11,7,-11,6,-10,5,-11,6,-10,7,-12,5,-11,5,-11,4,-11,5,-11,5,-11,5,-12,4,-12,3,-13,4,-13,4,-13,0,0,4,-13,4,-15,4,-14,4,-15,4,-13,4,-14,5,-14,5,-14,5,-14,5,-14,5,-14,5,-12,6,-13,6,-12,6,-13,6,-12,7,-12,6,-11,7,-11,6,-10,7,-9,7,-9,7,-9,7,-7,7,-6,7,-7,0,0,0,0,0,0,0,0,0,0"
1766172365.5616734,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,9,4,9,4,10,4,9,4,9,4,9,4,8,5,9,6,8,6,9,7,9,6,8,7,8,6,8,8,8,8,7,7,7,8,7,8,7,7,7,9,7,8,7,10,6,10,7,10,7,0,0,11,7,11,8,11,7,12,7,10,7,11,8,11,8,10,8,11,8,11,8,11,8,9,8,9,8,9,8,9,9,9,9,9,9,8,8,7,9,7,8,6,9,6,9,5,9,5,9,4,9,3,8,0,0,0,0,0,0,0,0,0,0"
1766172365.5845335,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-2,-11,-2,-11,-3,-11,-2,-12,-2,-11,-2,-11,-3,-11,-3,-10,-3,-11,-3,-10,-4,-11,-5,-11,-5,-10,-5,-11,-5,-10,-6,-11,-7,-10,-6,-10,-7,-10,-7,-10,-7,-10,-8,-10,-7,-10,-9,-9,-9,-11,-9,-10,0,0,-10,-10,-10,-11,-10,-11,-10,-10,-9,-11,-10,-11,-10,-11,-9,-10,-10,-11,-9,-11,-9,-12,-8,-11,-8,-12,-8,-12,-7,-12,-8,-12,-7,-12,-7,-12,-6,-11,-5,-11,-5,-11,-4,-11,-3,-11,-3,-11,-2,-10,-2,-10,0,0,0,0,0,0,0,0,0,0"
1766172365.6045198,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-11,-5,-10,-2,-11,-3,-11,-3,-10,-3,-10,-2,-10,-1,-10,-2,-10,-2,-11,-1,-10,-1,-12,0,-11,1,-12,1,-10,1,-12,1,-12,1,-11,2,-9,3,-12,3,-11,3,-12,4,-11,3,-11,5,-12,4,-12,5,0,0,-12,5,-13,5,-12,6,-13,6,-12,5,-13,5,-13,5,-12,5,-13,5,-13,5,-14,5,-12,3,-13,4,-12,3,-13,3,-12,3,-13,3,-12,2,-12,2,-12,1,-11,1,-11,1,-11,0,-11,-1,-10,-1,-10,-2,0,0,0,0,0,0,0,0,0,0"
1766172365.6251295,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-8,0,-10,0,-10,2,-11,0,-10,1,-11,2,-11,2,-10,1,-11,2,-11,3,-11,2,-11,4,-10,4,-10,4,-10,4,-11,5,-10,5,-10,5,-9,6,-9,6,-10,5,-10,6,-9,6,-9,7,-10,7,-9,8,0,0,-10,8,-11,8,-10,9,-11,9,-10,8,-11,8,-11,8,-10,8,-11,8,-12,8,-12,7,-11,7,-10,7,-11,7,-12,6,-12,5,-12,6,-12,5,-11,7,-12,3,-11,4,-11,6,-12,3,-10,1,-11,1,-9,3,0,0,0,0,0,0,0,0,0,0"
1766172365.6497645,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-5,-9,-4,-10,-5,-10,-6,-10,-5,-9,-6,-8,-6,-8,-5,-8,-7,-9,-7,-8,-7,-9,-8,-9,-8,-8,-8,-8,-8,-8,-9,-8,-9,-7,-8,-7,-9,-7,-9,-7,-9,-7,-10,-7,-10,-6,-11,-6,-11,-7,-12,-6,0,0,-12,-6,-12,-7,-13,-7,-13,-6,-12,-7,-13,-7,-13,-7,-12,-7,-13,-7,-13,-7,-12,-7,-11,-7,-11,-9,-11,-8,-10,-8,-10,-8,-10,-8,-10,-8,-10,-7,-8,-7,-8,-10,-7,-5,-7,-6,-8,-7,-9,-8,-3,-6,0,0,0,0,0,0,0,0,0,0"
1766172365.6730921,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,9,-3,9,-4,9,-5,10,-4,9,-5,9,-5,9,-5,8,-5,9,-6,8,-6,9,-6,9,-7,8,-7,8,-7,8,-7,8,-9,7,-9,7,-8,6,-9,7,-9,7,-9,6,-10,7,-9,6,-10,7,-10,7,-11,0,0,6,-12,7,-12,7,-12,6,-13,7,-11,7,-12,7,-12,7,-12,7,-12,8,-11,8,-11,8,-10,8,-10,8,-10,8,-10,8,-10,8,-10,8,-9,8,-9,8,-8,8,-7,8,-7,8,-6,9,-5,9,-4,8,-3,0,0,0,0,0,0,0,0,0,0"
1766172365.6959033,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-10,-2,-10,0,-11,0,-11,-3,-13,-2,-11,-1,-12,0,-10,2,-12,1,-11,0,-10,0,-12,2,-10,2,-11,3,-9,3,-12,3,-11,4,-10,4,-10,3,-11,4,-11,3,-11,5,-10,4,-10,6,-11,6,-11,6,0,0,-11,7,-12,7,-11,7,-12,8,-11,6,-12,7,-12,7,-11,7,-12,7,-12,6,-12,7,-12,5,-12,5,-12,5,-12,5,-12,4,-12,5,-11,4,-11,3,-11,3,-11,3,-11,2,-11,2,-11,0,-10,0,-9,-1,0,0,0,0,0,0,0,0,0,0"
1766172365.7123108,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,6,8,5,8,6,8,6,8,6,8,5,8,5,8,5,8,4,9,5,10,4,9,3,9,3,9,4,11,3,10,2,10,2,10,2,10,2,10,2,11,1,10,1,11,0,12,1,12,0,0,0,12,0,12,0,13,0,13,0,12,1,13,1,13,1,12,1,13,1,12,1,13,2,12,2,12,2,12,2,11,2,11,2,11,3,11,3,10,3,9,4,9,4,9,4,8,5,8,5,7,5,6,5,0,0,0,0,0,0,0,0,0,0"
1766172365.7621047,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,3,-11,2,-10,2,-11,2,-11,2,-11,2,-11,1,-11,1,-11,1,-11,0,-11,1,-12,-1,-12,-1,-11,-1,-12,-1,-11,-2,-12,-2,-11,-2,-11,-3,-11,-3,-11,-2,-11,-3,-12,-3,-11,-5,-12,-4,-13,-5,-12,0,0,-5,-12,-5,-13,-5,-13,-5,-13,-4,-13,-5,-13,-5,-13,-4,-13,-4,-13,-4,-13,-4,-14,-3,-13,-3,-13,-3,-13,-2,-13,-2,-13,-2,-13,-1,-12,-1,-12,-1,-11,0,-11,0,-11,1,-11,1,-10,2,-10,2,-9,0,0,0,0,0,0,0,2,-1,12,-2,12,0,10,0,12,1,11,2,11,2,11,1,12,1,12,2,12,2,12,3,12,3,14,4,13,0,0,5,14,5,15,5,14,5,15,5,14,4,16,5,15,5,15,5,15,5,16,4,16,2,15,3,15,2,15,3,15,3,14,1,14,1,14,2,13,0,14,0,13,0,1,16,4,16,2,15,3,15,2,15,3,15,3,14,1,14,1,14,2,13,0,14,0,13,0,12,-1,11,-2,12,-3,10,-3,10,0,0,0,0,0,0,0,0,0,0"
1766172365.7897038,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,8,-1,9,-2,8,-3,11,-2,9,-2,10,-3,10,-1,12,-2,9,-3,10,-3,11,-1,10,-5,11,-5,11,-6,11,-4,11,-7,9,-6,10,-5,10,-8,9,-8,10,-7,10,-8,9,-7,9,-10,10,-10,9,-10,0,0,9,-11,10,-11,10,-11,10,-11,10,-11,11,-11,11,-11,10,-11,11,-11,10,-11,11,-11,11,-10,11,-10,11,-10,11,-9,11,-9,11,-9,11,-8,11,-8,10,-7,10,-7,10,-6,10,-5,10,-5,10,-4,10,-3,0,0,0,0,0,0,0,0,0,0"
1766172365.8187048,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,8,-8,7,-9,4,-9,7,-10,5,-10,6,-9,6,-10,2,-8,5,-9,6,-10,6,-10,4,-10,5,-10,3,-10,4,-11,3,-11,3,-13,2,-11,3,-12,1,-12,3,-12,2,-13,2,-11,1,-13,2,-14,2,-13,0,0,1,-14,1,-15,1,-15,2,-15,2,-14,1,-15,1,-15,2,-14,2,-15,3,-15,3,-15,3,-14,3,-13,3,-13,4,-13,4,-14,4,-14,4,-13,5,-13,4,-12,5,-11,5,-10,6,-9,7,-10,6,-9,6,-7,0,0,0,0,0,0,0,0,0,0"
