timestamp,role,type,data
1766172365.598185,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-7,-10,-7,-10,-8,-9,-8,-10,-7,-9,-7,-9,-7,-9,-6,-8,-7,-8,-7,-7,-7,-9,-8,-8,-7,-8,-7,-7,-7,-7,-8,-7,-8,-6,-7,-6,-8,-6,-7,-6,-7,-6,-8,-6,-7,-6,-8,-5,-8,-6,-8,-6,0,0,-8,-6,-8,-6,-8,-6,-8,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6,-5,-6,-4,-6,-4,-6,-4,-5,-3,-5,-3,-5,-3,-5,-2,-5,-2,-5,-2,-5,-1,-5,0,0,0,0,0,0,0,0,0,0"
1766172365.6175983,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,1,-12,0,-12,0,-12,1,-12,0,-11,0,-11,0,-11,0,-10,0,-11,-1,-10,-1,-11,-2,-11,-1,-10,-1,-10,-1,-9,-2,-10,-2,-9,-2,-9,-2,-9,-2,-9,-2,-9,-3,-9,-2,-9,-3,-9,-3,-9,-3,-9,0,0,-3,-9,-3,-10,-3,-9,-3,-9,-2,-9,-2,-9,-2,-9,-2,-8,-2,-9,-2,-8,-1,-9,-1,-8,-1,-8,-1,-8,0,-8,0,-7,0,-7,0,-7,0,-7,0,-6,1,-6,1,-6,1,-5,1,-5,1,-5,2,-4,0,0,0,0,0,0,0,0,0,0"
1766172365.6328468,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,10,5,9,5,10,4,9,4,9,4,9,4,8,4,8,4,7,4,8,5,7,5,7,5,7,4,7,6,7,6,6,5,6,5,6,5,6,5,6,6,6,5,5,6,5,6,6,6,6,0,0,6,6,6,6,6,6,6,6,5,6,5,6,5,6,4,6,4,6,4,6,4,6,3,6,3,5,3,5,3,5,3,6,2,5,2,5,2,5,2,5,1,5,1,5,1,4,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0"
1766172365.655491,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-9,8,-8,8,-8,8,-9,7,-8,7,-8,7,-8,7,-7,7,-7,7,-7,7,-7,7,-6,8,-6,7,-6,7,-6,6,-6,8,-5,7,-5,7,-5,7,-5,7,-5,7,-5,7,-4,7,-4,8,-5,8,-4,8,0,0,-4,8,-5,8,-5,8,-4,8,-5,7,-5,7,-5,7,-5,6,-5,6,-5,6,-5,6,-5,5,-5,5,-5,5,-5,4,-5,5,-5,4,-5,4,-5,4,-5,3,-5,3,-5,3,-5,2,-5,2,-5,1,-5,1,0,0,0,0,0,0,0,0,0,0"
1766172365.6739874,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,7,-9,7,-9,6,-9,7,-9,6,-8,6,-9,6,-8,5,-8,6,-8,5,-8,5,-9,4,-9,4,-9,4,-9,4,-8,4,-9,3,-9,3,-8,3,-8,3,-8,3,-8,3,-8,2,-8,2,-9,2,-9,2,-9,0,0,2,-9,3,-9,3,-9,2,-9,3,-8,3,-8,3,-8,3,-8,3,-8,3,-7,3,-8,3,-6,3,-6,4,-6,4,-6,4,-6,3,-6,3,-5,3,-5,4,-4,4,-4,3,-4,3,-3,4,-3,3,-3,3,-2,0,0,0,0,0,0,0,0,0,0"
1766172365.692924,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-8,-9,-8,-9,-9,-8,-8,-9,-8,-8,-8,-8,-8,-8,-7,-7,-8,-7,-8,-7,-8,-7,-8,-6,-8,-6,-8,-6,-7,-6,-8,-6,-8,-5,-7,-5,-8,-5,-8,-5,-7,-5,-8,-5,-7,-5,-8,-4,-8,-5,-8,-5,0,0,-8,-5,-8,-5,-8,-5,-8,-5,-7,-5,-8,-5,-7,-5,-7,-5,-7,-5,-6,-5,-7,-5,-6,-5,-6,-5,-6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-5,-4,-5,-3,-5,-3,-5,-3,-5,-3,-5,-2,-5,-1,-5,0,0,0,0,0,0,0,0,0,0"
1766172365.7086964,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-2,-12,-3,-12,-3,-12,-2,-12,-2,-11,-2,-11,-3,-11,-3,-10,-3,-10,-3,-10,-3,-11,-4,-10,-2,-9,2,-9,2,-9,1,-9,1,-9,1,-8,1,-9,1,-8,0,-8,0,-8,0,-8,-1,-8,0,-7,-1,-7,-1,-7,-1,-6,-1,-6,-2,-6,-2,-6,-2,-6,-2,-5,-2,-5,-2,0,0,0,0,0,0,0,0,0,0"
1766172365.7451525,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,9,-6,9,-7,9,-7,10,-6,9,-6,9,-6,8,-6,7,-6,8,-6,7,-6,8,-7,7,-7,7,-7,7,-7,7,-6,6,-8,5,-8,5,-7,5,-7,5,-7,5,-7,5,-8,5,-7,5,-8,5,-8,5,-8,0,0,5,-8,5,-8,5,-8,5,-8,5,-7,5,-7,5,-7,5,-7,5,-7,5,-6,5,-6,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-4,5,-4,4,-4,4,-3,5,-3,5,-3,4,-2,4,-2,4,-1,0,0,0,0,0,0,0,0,0,0"
1766172365.7635221,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-6,9,-5,9,-5,9,-6,9,-5,9,-5,8,-5,9,-4,8,-4,8,-4,8,-4,9,-4,9,-4,8,-4,8,-3,7,-3,9,-2,8,-2,8,-2,8,-2,8,-2,7,-2,8,-2,7,-1,8,-2,8,-2,8,0,0,-1,8,-2,8,-2,8,-1,8,-2,7,-2,8,-2,8,-2,7,-2,7,-2,7,-3,7,-3,6,-3,6,-3,6,-3,6,-3,6,-3,5,-3,5,-3,5,-3,4,-3,4,-3,4,-4,3,-4,3,-4,3,-4,2,0,0,0,0,0,0,0,0,0,0"
1766172365.782343,RX,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-10,5,-10,5,-9,6,-11,5,-10,5,-9,5,-9,5,-9,5,-9,5,-8,5,-9,5,-8,6,-8,6,-8,5,-8,5,-8,6,-7,6,-6,5,-7,6,-6,6,-7,5,-6,6,-6,5,-6,6,-7,6,-6,6,0,0,-6,6,-7,6,-7,7,-6,6,-7,6,-7,6,-7,6,-7,5,-6,5,-6,5,-7,5,-6,4,-6,4,-6,4,-6,3,-6,3,-6,3,-6,3,-6,2,-5,2,-6,2,-6,1,-6,1,-6,1,-5,0,-5,0,0,0,0,0,0,0,0,0,0,0"
