ts,type,data
1766188148.6927776,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,6,-7,5,-7,5,-8,6,-7,5,-6,5,-7,4,-7,5,-7,4,-7,4,-7,4,-7,4,-7,3,-7,3,-7,4,-7,3,-7,2,-8,3,-7,2,-7,2,-7,3,-7,2,-7,2,-7,2,-7,2,-8,2,-8,0,0,2,-8,2,-8,2,-8,2,-8,2,-8,3,-7,2,-7,3,-7,3,-7,2,-7,3,-7,3,-6,3,-6,3,-6,3,-5,3,-6,3,-5,3,-5,3,-5,3,-4,3,-4,3,-4,3,-3,3,-3,4,-3,3,-2,0,0,0,0,0,0,0,0,0,0"
1766188148.7125812,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,4,-11,3,-10,3,-11,3,-11,3,-10,3,-10,2,-10,2,-10,2,-10,2,-10,2,-10,1,-10,1,-10,1,-9,1,-9,0,-10,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,-1,-9,-1,-9,-1,-9,0,0,-1,-10,-1,-10,-1,-9,-1,-10,0,-9,0,-10,0,-9,0,-9,0,-9,0,-9,1,-9,1,-8,1,-8,1,-8,2,-8,2,-7,2,-7,2,-7,2,-6,2,-6,2,-6,3,-6,3,-5,3,-5,3,-4,3,-4,0,0,0,0,0,0,0,0,0,0"
1766188148.7303078,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,3,10,2,9,3,9,3,9,3,9,2,8,2,8,2,8,1,8,1,8,1,8,1,8,1,8,1,8,0,8,0,7,0,8,-1,7,0,7,0,8,-1,7,0,8,-1,8,-1,8,-1,0,0,8,-1,8,-1,8,-1,8,-1,8,0,8,0,8,0,8,0,7,1,7,0,7,1,7,1,7,1,7,1,6,2,6,2,6,2,5,2,5,2,5,2,5,2,4,3,4,3,4,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0"
1766188148.7493777,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-8,7,-8,7,-7,7,-7,7,-7,7,-6,7,-6,7,-6,7,-6,7,-5,7,-6,7,-5,7,-5,7,-5,7,-5,7,-4,7,-4,7,-4,6,-4,7,-4,7,-4,7,-3,7,-3,6,-3,7,-4,7,-3,8,0,0,-3,8,-3,8,-3,8,-3,8,-4,7,-4,7,-4,7,-4,7,-4,7,-4,6,-4,6,-4,6,-5,6,-5,5,-5,5,-5,5,-5,5,-5,4,-5,4,-4,4,-5,4,-5,3,-5,2,-5,2,-5,2,-5,1,0,0,0,0,0,0,0,0,0,0"
1766188148.7699544,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-2,-11,-2,-10,-2,-10,-2,-10,-2,-9,-2,-9,-2,-9,-2,-8,-3,-9,-2,-8,-2,-9,-3,-9,-3,-8,-3,-8,-3,-8,-3,-8,-4,-8,-3,-7,-4,-7,-4,-7,-3,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,0,0,-5,-7,-4,-8,-4,-7,-4,-7,-4,-7,-4,-7,-3,-7,-3,-7,-3,-8,-3,-7,-3,-8,-2,-7,-2,-7,-2,-7,-2,-7,-2,-7,-2,-7,-1,-6,-1,-6,-1,-6,0,-6,0,-5,0,-5,0,-5,1,-5,1,-4,0,0,0,0,0,0,0,0,0,0"
1766188148.7879782,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-10,6,-9,5,-9,6,-10,5,-9,6,-9,5,-9,5,-8,5,-8,5,-8,5,-8,6,-7,6,-7,6,-7,6,-7,6,-7,6,-6,6,-6,6,-5,6,-6,6,-6,6,-6,6,-6,6,-5,7,-5,7,-5,7,0,0,-6,7,-6,7,-6,7,-5,7,-6,6,-6,7,-6,6,-6,6,-6,6,-6,6,-6,5,-6,5,-6,5,-6,4,-6,4,-6,4,-6,4,-6,3,-6,2,-6,2,-6,2,-6,2,-6,1,-6,1,-5,0,-5,0,0,0,0,0,0,0,0,0,0,0"
1766188148.8072178,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-6,8,-6,9,-5,9,-6,9,-5,8,-5,8,-5,8,-4,8,-5,8,-4,8,-4,8,-3,8,-3,8,-3,8,-3,8,-3,8,-2,8,-2,7,-2,8,-2,7,-2,7,-2,8,-2,7,-1,8,-1,8,-1,8,0,0,-1,8,-2,8,-1,8,-1,8,-2,8,-2,8,-2,8,-2,7,-2,7,-2,7,-2,7,-2,6,-3,7,-3,6,-3,6,-3,6,-4,6,-3,5,-4,5,-3,5,-4,4,-4,4,-4,4,-4,3,-4,3,-4,2,0,0,0,0,0,0,0,0,0,0"
1766188148.823775,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,8,7,7,7,8,6,7,6,7,6,7,6,6,6,6,6,5,6,6,7,5,6,5,6,5,6,5,7,5,7,4,6,4,7,3,6,4,6,4,7,3,6,4,7,3,7,3,7,3,0,0,7,3,7,3,7,3,7,3,6,4,7,4,7,4,6,4,6,4,6,4,6,4,5,4,5,4,5,4,4,4,5,4,4,4,4,4,4,4,3,4,3,4,2,4,2,4,2,4,1,4,1,4,0,0,0,0,0,0,0,0,0,0"
1766188149.0016096,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,4,9,4,9,4,8,4,8,4,8,3,8,3,8,3,8,2,8,3,8,2,8,2,8,2,7,1,8,1,8,1,7,1,8,0,7,0,7,0,7,0,7,0,7,-1,8,0,8,0,0,0,8,-1,8,0,8,0,8,0,8,0,8,0,8,0,7,0,7,1,7,1,7,1,7,1,6,1,6,1,6,2,6,2,6,2,6,2,5,2,5,2,5,2,4,2,4,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0"
1766188149.276896,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-3,10,-3,10,-3,10,-4,10,-3,9,-3,10,-3,9,-2,9,-2,9,-1,8,-2,9,-1,9,-1,9,-1,9,-1,9,0,8,0,9,0,8,0,8,0,8,0,8,1,8,0,7,1,8,1,8,1,8,0,0,1,9,1,8,1,9,1,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,-1,7,-1,7,-1,7,-2,7,-2,7,-2,6,-2,6,-2,6,-2,5,-3,5,-3,5,-3,4,-3,4,-3,4,-4,3,0,0,0,0,0,0,0,0,0,0"
1766188149.2977197,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-9,-7,-9,-7,-9,-6,-9,-7,-9,-6,-8,-6,-8,-6,-8,-5,-8,-5,-8,-5,-9,-5,-9,-5,-8,-5,-8,-4,-8,-4,-9,-4,-9,-3,-8,-4,-8,-3,-8,-3,-8,-3,-9,-3,-8,-3,-9,-2,-9,-3,-9,-3,0,0,-9,-3,-9,-3,-9,-3,-9,-3,-8,-3,-9,-3,-9,-3,-8,-3,-8,-4,-8,-4,-8,-4,-7,-4,-7,-1,-6,-1,-6,-1,-5,-2,-5,-2,0,0,0,0,0,0,0,0,0,0"
1766188149.460706,CSI,"0,0,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,1,-9,2,-9,1,-9,1,-10,1,-8,-2,-8,-1,-9,-2,-9,0,0,-2,-9,-1,-9,-2,-9,-2,-9,-1,-9,-1,-9,-1,-9,-1,-9,-1,-9,-1,-9,0,-9,0,-8,0,-8,0,-8,1,-7,1,-8,1,-7,1,-7,1,-7,1,-6,1,-6,2,-6,2,-5,2,-5,3,-5,3,-4,0,0,0,0,0,0,0,0,0,0"
1766188149.4776688,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,2,10,2,9,3,9,3,9,2,9,2,9,3,8,3,8,3,8,3,7,3,8,4,7,4,7,4,7,3,7,4,7,4,6,4,6,5,6,4,6,4,6,5,6,4,5,5,5,5,6,5,6,0,0,5,6,5,6,5,6,5,6,4,6,5,6,5,6,5,6,4,6,4,6,4,7,3,6,3,6,3,6,2,6,2,6,2,6,2,6,1,6,1,5,1,5,0,5,0,5,0,5,-1,4,-1,4,0,0,0,0,0,0,0,0,0,0"
1766188149.4938254,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,2,10,2,10,1,10,2,10,1,9,2,9,1,8,1,8,1,8,0,9,1,8,0,9,0,8,0,8,0,8,-1,8,-1,8,-1,7,-2,7,-2,7,-1,7,-2,7,-1,8,-3,8,-2,8,-2,0,0,8,-2,8,-2,8,-2,8,-2,8,-2,8,-2,8,-2,8,-1,8,-1,7,-1,8,-1,7,0,7,0,7,0,7,0,7,1,7,1,6,1,6,1,5,1,5,1,5,2,5,2,4,2,4,3,3,3,0,0,0,0,0,0,0,0,0,0"
1766188149.5106573,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,8,-7,7,-7,7,-8,7,-7,7,-7,6,-7,6,-7,6,-7,6,-7,5,-7,5,-7,5,-7,5,-7,4,-7,4,-7,4,-8,3,-7,4,-7,3,-8,3,-8,3,-7,3,-8,3,-7,2,-8,3,-8,2,-8,0,0,2,-8,3,-8,3,-9,3,-9,3,-8,3,-8,3,-8,3,-8,3,-7,3,-7,3,-8,3,-7,4,-6,3,-6,4,-6,4,-6,4,-6,4,-5,4,-5,4,-5,4,-4,4,-4,4,-3,4,-3,4,-3,4,-2,0,0,0,0,0,0,0,0,0,0"
1766188149.5312076,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-1,-12,-1,-12,-2,-12,-1,-12,-1,-11,-1,-11,-2,-11,-2,-10,-2,-10,-2,-10,-2,-10,-3,-10,-3,-9,-3,-9,-3,-9,-4,-9,-4,-9,-4,-8,-5,-8,-4,-8,-4,-8,-5,-8,-4,-8,-5,-8,-5,-8,-5,-8,0,0,-6,-8,-5,-8,-5,-9,-5,-8,-5,-8,-5,-8,-5,-8,-5,-8,-5,-9,-4,-8,-4,-9,-3,-8,-3,-8,-3,-8,-3,-8,-2,-8,-2,-8,-2,-7,-2,-7,-1,-7,-1,-7,-1,-7,0,-6,0,-6,1,-6,1,-6,0,0,0,0,0,0,0,0,0,0"
1766188149.544507,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,8,6,7,6,8,6,7,5,7,6,7,6,6,6,6,6,6,6,6,6,5,6,5,6,5,6,5,7,5,6,4,6,4,6,3,6,4,6,4,7,3,6,4,7,3,7,3,7,4,0,0,7,3,7,4,7,3,7,4,7,4,7,4,7,4,6,4,6,4,6,4,6,5,5,4,5,5,5,5,5,5,4,5,4,5,4,5,3,5,3,5,3,5,3,4,2,4,2,5,1,5,0,4,0,0,0,0,0,0,0,0,0,0"
1766188149.5644848,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-11,2,-11,2,-11,3,-11,2,-11,2,-10,2,-10,2,-9,3,-9,3,-9,3,-9,3,-9,3,-9,3,-8,3,-8,3,-8,4,-7,4,-7,4,-7,4,-7,4,-7,4,-7,5,-7,4,-7,5,-7,5,-7,5,0,0,-7,5,-7,5,-7,5,-7,5,-7,5,-7,5,-8,5,-7,4,-8,4,-7,4,-7,4,-7,3,-7,3,-7,3,-7,2,-7,2,-7,2,-7,2,-6,2,-6,1,-6,1,-6,1,-6,0,-6,0,-6,-1,-5,-1,0,0,0,0,0,0,0,0,0,0"
1766188149.628194,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-9,-7,-9,-7,-9,-6,-9,-7,-8,-6,-8,-6,-8,-6,-8,-5,-8,-6,-8,-5,-8,-5,9,-2,9,-2,9,-2,8,-2,8,-1,9,-1,8,-1,8,0,8,0,8,-1,8,0,8,0,8,0,8,0,8,0,8,0,0,1,8,0,9,0,9,0,9,-1,8,0,9,0,8,0,8,-1,8,-1,8,-1,8,-2,7,-2,7,-2,7,-2,7,-2,7,-2,7,-3,6,-3,6,-3,5,-3,5,-3,5,-3,4,-4,4,7,-2,7,-2,7,-2,7,-2,7,-2,7,-3,6,-3,6,-3,5,-3,5,-3,5,-3,4,-4,4,7,-2,7,-2,7,-2,7,-2,7,-2,7,-3,6,-3,6,-3,5,-3,5,-3,5,-3,4,-4,4,7,-2,7,-2,7,-2,7,-2,7,-2,7,-3,6,-3,6,-3,5,-3,5,-3,5,-3,4,-4,4,7,-2,7,-2,7,-2,7,-2,7,-2,7,-3,6,-3,6,-3,5,-3,5,-3,5,-3,4,-4,4,7,-2,7,-2,7,-2,7,-2,7,-2,7,-3,6,-3,6,-3,5,-3,5,-3,5,-3,4,-4,4,7,-2,7,-2,7,-2,7,-2,7,-2,7,-3,6,-3,6,-3,5,-3,5,-3,5,-3,4,-4,4,7,-2,7,-2,7,-2,7,-2,7,-2,7,-3,6,-3,6,-3,5,-3,5,-3,5,-3,4,-4,4,7,-2,7,-2,7,-2,7,-2,7,-2,7,-3,6,-3,6,-3,5,-3,5,-3,5,-3,4,-4,4,7,-2,7,-2,7,-2,7,-2,7,-2,7,-3,6,-3,6,-3,5,-3,5,-3,5,-3,4,-4,4,7,-2,7,-2,7,-2,7,-2,7,-2,7,-3,6,-3,6,-3,5,-3,5,-3,5,-3,4,-4,4,7,-2,7,-2,7,-2,7,-2,7,-2,7,-3,6,-3,6,-3,5,-3,5,-3,5,-3,4,-4,4,7,-2,7,-2,7,-2,7,-2,7,-2,7,-3,6,-3,6,-3,5,-3,5,-3,5,-3,4,-4,4,7,-2,7,-2,7,-2,7,-2,7,-2,7,-3,6,-3,6,-3,5,-3,5,-3,5,-3,4,-4,4,-4,4,-4,3,0,0,0,0,0,0,0,0,0,0"
1766188149.6482093,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,-4,9,-4,10,-5,10,-4,9,-4,9,-4,8,-4,8,-4,8,-4,8,-5,8,-5,7,-5,7,-5,7,-5,7,-5,7,-6,6,-6,6,-5,6,-6,6,-6,6,-6,6,-6,6,-6,5,-7,6,-7,6,-7,0,0,6,-7,6,-7,6,-7,6,-7,6,-6,6,-7,6,-6,6,-6,6,-6,6,-6,6,-5,6,-5,6,-5,6,-5,6,-4,6,-4,6,-3,6,-3,6,-3,5,-3,5,-2,5,-2,5,-1,5,-1,5,0,4,0,0,0,0,0,0,0,0,0,0,0"
1766188149.6672235,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-7,8,-7,8,-6,8,-7,8,-7,8,-6,7,-5,8,-5,8,-5,8,-5,8,-5,8,-4,8,-4,8,-4,8,-4,7,-3,8,-3,8,-3,7,-2,7,-2,7,-2,7,-2,8,-2,7,-2,8,-2,8,-2,8,0,0,-1,8,-2,9,-2,8,-2,9,-2,8,-2,8,-2,8,-2,8,-3,8,-2,7,-3,7,-3,7,-3,7,-3,6,-4,6,-4,6,-4,6,-4,5,-4,5,-4,5,-4,5,-4,4,-4,4,-5,3,-4,3,-5,2,0,0,0,0,0,0,0,0,0,0"
1766188149.6889307,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,8,-8,7,-7,7,-8,8,-8,7,-7,7,-7,6,-7,6,-7,6,-7,5,-8,6,-8,5,-8,5,-8,5,-8,4,-7,4,-8,3,-8,3,-7,3,-8,3,-8,4,-8,3,-8,3,-8,2,-8,3,-9,3,-9,0,0,3,-9,3,-9,3,-9,3,-9,3,-8,3,-8,3,-8,3,-8,4,-8,3,-8,4,-8,4,-7,4,-7,4,-7,4,-6,4,-6,4,-6,4,-5,4,-5,4,-5,4,-4,4,-4,4,-3,4,-3,4,-3,4,-2,0,0,0,0,0,0,0,0,0,0"
1766188149.7116272,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-11,-1,-11,-1,-11,0,-11,-1,-10,-1,-10,-1,-10,0,-10,0,-10,0,-9,0,-10,0,-10,1,-9,1,-9,1,-9,1,-9,2,-8,2,-8,1,-8,3,-8,2,-8,2,-8,3,-8,2,-8,3,-9,3,-8,3,0,0,-8,4,-8,3,-9,3,-8,3,-8,3,-9,3,-9,3,-8,3,-8,2,-8,2,-8,2,-8,1,-8,1,-8,1,-8,0,-8,0,-8,0,-7,0,-7,0,-7,-1,-7,-1,-7,-1,-6,-1,-6,-2,-5,-2,-5,-2,0,0,0,0,0,0,0,0,0,0"
1766188149.733042,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,9,-1,8,-1,8,-1,8,-1,7,-1,7,-1,7,-1,7,-2,7,-2,7,-2,7,-2,7,-2,6,-2,7,-3,6,-3,6,-3,6,-3,6,-4,6,-3,6,-4,6,-3,6,-4,6,-4,6,-4,0,0,6,-4,6,-4,6,-4,6,-4,6,-4,6,-4,6,-4,6,-4,6,-3,6,-3,6,-3,6,-2,6,-3,6,-2,6,-2,6,-2,6,-2,5,-1,5,-1,5,-1,5,-1,5,-1,4,0,4,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0"
1766188149.7519603,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,4,9,3,10,3,10,3,9,3,9,3,8,2,8,2,8,2,8,1,8,2,9,1,8,1,8,0,8,0,8,0,8,0,7,0,8,-1,8,-1,7,-1,8,-1,7,-1,8,-2,8,-2,8,-2,0,0,8,-2,8,-2,8,-2,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,0,7,0,7,0,7,0,7,1,7,1,7,1,6,1,6,1,5,1,5,2,5,2,5,2,4,2,4,2,3,3,0,0,0,0,0,0,0,0,0,0"
1766188149.7724705,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-11,-4,-11,-3,-11,-3,-11,-3,-10,-3,-10,-3,-10,-3,-9,-2,-9,-2,-9,-2,-10,-2,-10,-1,-9,-1,-9,-1,-9,-1,-9,0,-9,0,-9,0,-9,0,-9,1,-8,0,-9,1,-8,0,-9,2,-9,1,-9,1,0,0,-9,2,-9,1,-9,1,-9,1,-9,1,-9,1,-9,1,-9,0,-9,0,-9,0,-9,0,-8,0,-8,-1,-8,-1,-8,-1,-8,-1,-8,-2,-7,-2,-7,-2,-7,-2,-7,-2,-6,-3,-6,-3,-6,-3,-5,-3,-4,-4,0,0,0,0,0,0,0,0,0,0"
1766188149.7890868,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,8,6,7,7,7,6,7,6,7,6,7,5,7,5,7,4,7,5,7,4,7,4,7,4,7,4,8,3,7,3,7,3,7,2,7,2,7,2,7,2,7,2,7,1,8,2,8,2,0,0,8,2,8,2,8,2,8,2,8,2,8,2,8,2,7,2,7,3,7,3,7,3,6,3,6,3,6,3,6,3,6,3,5,4,5,4,5,4,4,4,4,4,4,4,3,4,3,4,2,4,2,4,0,0,0,0,0,0,0,0,0,0"
1766188149.8146632,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,2,-11,2,-11,1,-11,2,-11,2,-10,1,-10,1,-10,1,-10,1,-10,0,-9,0,-10,0,-10,0,-9,0,-9,0,-9,-1,-9,-1,-9,-1,-9,-2,-8,-1,-9,-1,-8,-2,-9,-1,-8,-2,-9,-2,-9,-2,-9,0,0,-3,-9,-2,-9,-2,-9,-2,-9,-2,-9,-2,-9,-2,-9,-1,-9,-1,-9,-1,-9,-1,-9,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,1,-7,1,-7,1,-6,2,-6,2,-6,2,-6,2,-5,2,-5,3,-4,0,0,0,0,0,0,0,0,0,0"
1766188149.8337548,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-9,7,-8,7,-7,7,-8,7,-7,7,-7,7,-7,7,-6,7,-6,7,-6,7,-6,7,-5,8,-5,7,-5,7,-5,7,-4,8,-4,7,-4,7,-4,7,-4,7,-4,7,-4,7,-4,7,-3,7,-4,8,-3,8,0,0,-3,8,-4,8,-4,8,-4,8,-4,7,-4,8,-4,8,-4,7,-5,7,-4,7,-5,7,-5,6,-5,6,-5,6,-5,6,-5,5,-5,5,-5,5,-5,4,-5,4,-5,3,-5,3,-5,3,-5,2,-5,2,-5,1,0,0,0,0,0,0,0,0,0,0"
1766188149.8526537,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,9,4,9,3,9,3,9,3,9,4,8,3,8,3,8,4,7,4,8,4,7,4,7,4,7,4,7,5,7,5,6,4,6,5,6,5,6,5,6,5,6,5,5,6,5,6,6,6,6,0,0,6,6,6,6,6,6,6,6,5,6,5,6,5,6,5,6,4,6,4,6,4,7,4,6,3,6,3,6,3,6,2,6,2,6,2,6,1,6,1,6,1,6,0,5,0,5,0,5,-1,5,-1,4,0,0,0,0,0,0,0,0,0,0"
1766188149.8744757,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-10,-7,-9,-7,-10,-6,-10,-7,-9,-6,-9,-6,-9,-6,-9,-5,-9,-5,-9,-4,-9,-5,-9,-4,-9,-4,-9,-4,-9,-3,-9,-3,-9,-2,-8,-3,-9,-2,-9,-2,-9,-2,-9,-2,-8,-2,-9,-1,-9,-2,-9,-2,0,0,-9,-1,-10,-2,-9,-1,-10,-1,-9,-2,-9,-2,-9,-2,-9,-2,-9,-2,-9,-2,-9,-2,-8,-3,-8,-3,-8,-3,-8,-3,-7,-3,-7,-3,-7,-4,-6,-4,-6,-4,-6,-4,-6,-4,-5,-4,-5,-4,-4,-4,-4,-5,0,0,0,0,0,0,0,0,0,0"
1766188149.8902266,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-2,10,-1,10,-1,10,-2,10,-1,9,-1,9,-1,9,0,8,-1,9,0,8,0,9,0,8,0,8,0,8,0,8,1,8,2,8,1,7,2,7,2,7,1,7,2,7,2,7,3,7,2,7,3,7,0,0,3,8,2,8,3,8,2,8,2,7,2,8,2,8,2,7,2,8,1,7,1,8,1,7,0,7,0,7,0,7,0,7,-1,7,-1,6,-1,6,-1,6,-2,6,-2,5,-2,5,-2,5,-3,4,-3,4,0,0,0,0,0,0,0,0,0,0"
1766188149.911938,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,2,-11,2,-10,2,-10,2,-10,2,-10,2,-10,1,-10,1,-9,1,-9,1,-9,1,-10,0,-9,0,-9,0,-9,0,-9,-1,-9,-1,-9,-1,-8,-1,-8,-1,-8,-1,-8,-2,-8,-1,-8,-2,-9,-2,-9,-2,-9,0,0,-2,-9,-2,-9,-2,-9,-2,-9,-1,-9,-1,-9,-1,-9,-1,-9,-1,-9,-1,-8,-1,-9,0,-8,0,-8,0,-8,0,-8,1,-8,1,-7,1,-7,1,-7,1,-6,2,-6,2,-6,2,-5,2,-5,3,-5,3,-4,0,0,0,0,0,0,0,0,0,0"
1766188149.9362373,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-10,-6,-10,-6,-10,-5,-10,-6,-9,-5,-9,-5,-9,-5,-9,-4,-9,-4,-9,-4,-9,-4,-9,-3,-9,-3,-9,-3,-9,-3,-9,-3,-9,-2,-8,-2,-9,-2,-8,-2,-8,-2,-9,-1,-8,-1,-9,0,-9,-1,-9,-1,0,0,-9,-1,-9,-1,-9,-1,-9,-1,-9,-1,-9,-1,-9,-2,-9,-1,-9,-2,-9,-2,-9,-2,-8,-2,-8,-2,-8,-3,-7,-3,-7,-3,-7,-3,-7,-3,-6,-3,-6,-3,-6,-4,-6,-4,-5,-4,-5,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0"
1766188149.9569058,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,-2,10,-2,10,-3,10,-2,9,-3,9,-2,9,-3,8,-3,8,-3,8,-3,8,-3,8,-4,8,-4,7,-4,7,-4,7,-4,7,-5,6,-4,6,-5,6,-5,6,-5,6,-5,6,-5,6,-6,6,-5,6,-6,0,0,6,-6,7,-6,6,-6,6,-6,6,-5,7,-5,7,-6,6,-5,7,-5,6,-5,7,-4,6,-4,7,-3,6,-3,7,-3,6,-3,7,-3,6,-2,6,-2,6,-2,6,-1,5,-1,5,-1,5,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0"
1766188149.9725854,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,2,10,2,10,2,9,2,10,2,9,2,9,2,9,2,8,2,8,2,7,3,8,3,8,3,7,3,7,3,7,4,7,4,6,3,6,4,6,4,6,4,6,4,6,4,6,5,6,5,6,5,6,0,0,5,6,5,6,5,6,5,6,4,6,4,6,4,7,4,6,4,7,4,6,3,7,3,6,3,6,3,6,2,6,2,7,2,6,1,6,1,6,1,6,0,6,0,5,0,5,-1,5,-1,5,-2,5,0,0,0,0,0,0,0,0,0,0"
1766188150.0901253,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,8,1,8,2,8,1,9,1,9,0,8,0,8,0,8,0,8,0,8,-1,7,0,8,-1,8,-2,8,-1,8,-2,7,-1,8,-2,8,-2,8,-2,0,0,8,-2,8,-2,8,-2,8,-2,8,-1,8,-2,8,-2,8,-1,8,-1,8,-1,8,0,7,0,7,0,7,0,7,1,7,1,7,1,6,1,6,1,5,1,6,2,5,2,5,2,4,2,4,3,3,3,0,0,0,0,0,0,0,0,0,0"
1766188150.1185453,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-11,-1,-11,-1,-11,0,-11,-1,-11,-1,-10,-1,-10,0,-9,0,-10,0,-9,0,-9,0,-9,1,-9,1,-9,1,-8,1,-9,1,-8,2,-8,1,-8,2,-8,2,-8,2,-8,2,-8,2,-8,3,-8,3,-8,3,0,0,-8,3,-9,3,-9,3,-8,3,-8,2,-9,2,-9,2,-8,2,-9,1,-8,1,-8,1,-8,1,-8,1,-8,0,-8,0,-8,0,-8,0,-7,-1,-7,-1,-6,-1,-6,-2,-6,-2,-6,-2,-6,-2,-5,-3,-5,-3,0,0,0,0,0,0,0,0,0,0"
