ts,type,data
1766188145.65196,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,8,-6,7,-5,7,-7,8,-6,7,-6,7,-6,6,-6,6,-6,6,-6,5,-6,6,-6,5,-6,5,-6,5,-6,5,-6,5,-7,4,-7,4,-7,4,-7,4,-7,4,-7,3,-7,3,-7,3,-8,4,-8,4,-8,0,0,4,-8,4,-8,4,-8,4,-8,4,-7,4,-8,4,-7,4,-7,4,-7,4,-7,4,-7,4,-6,4,-6,4,-5,4,-5,4,-5,5,-5,4,-4,4,-4,4,-4,5,-3,4,-3,4,-3,4,-2,4,-2,4,-1,0,0,0,0,0,0,0,0,0,0"
1766188145.66943,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-11,1,-10,1,-11,2,-11,1,-10,2,-10,1,-9,2,-9,2,-9,2,-9,2,-9,2,-9,3,-9,3,-8,3,-8,3,-8,3,-8,4,-7,3,-7,4,-7,4,-7,3,-7,4,-7,3,-7,4,-8,4,-7,4,0,0,-8,4,-8,4,-8,4,-8,5,-8,4,-8,4,-8,4,-8,3,-8,3,-8,3,-8,3,-8,2,-8,2,-8,2,-7,1,-7,1,-7,1,-7,1,-7,0,-6,0,-6,0,-6,-1,-6,-1,-6,-1,-5,-2,-5,-2,0,0,0,0,0,0,0,0,0,0"
1766188145.6870875,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-5,9,-5,8,-4,9,-5,8,-4,8,-4,8,-4,8,-3,7,-3,8,-3,7,-3,8,-2,8,-2,8,-2,8,-2,7,-2,8,-1,8,-1,7,-1,7,-1,8,-1,7,-1,7,-1,7,0,8,-1,8,0,8,0,0,0,8,-1,8,0,8,0,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-2,8,-2,7,-2,7,-2,6,-3,6,-3,6,-3,6,-3,5,-3,5,-3,5,-3,5,-4,4,-4,4,-4,4,-4,3,-4,2,0,0,0,0,0,0,0,0,0,0"
1766188145.7065425,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-9,6,-9,6,-8,7,-9,6,-8,6,-8,6,-7,6,-7,6,-7,6,-6,6,-7,6,-6,7,-6,6,-6,6,-6,6,-6,7,-5,7,-5,6,-5,7,-5,7,-5,6,-4,7,-4,6,-4,7,-5,8,-4,7,0,0,-4,7,-5,8,-5,8,-5,8,-5,7,-5,7,-5,7,-5,7,-5,7,-5,6,-6,6,-6,5,-6,5,-6,5,-6,5,-6,5,-6,4,-6,4,-6,3,-6,3,-6,3,-6,2,-6,2,-6,1,-5,1,-5,0,0,0,0,0,0,0,0,0,0,0"
1766188145.725601,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-11,1,-11,1,-11,1,-11,1,-10,1,-10,1,-9,1,-9,1,-9,1,-9,2,-9,2,-9,2,-9,2,-9,3,-8,2,-9,3,-8,3,-8,3,-8,4,-8,3,-8,3,-8,4,-7,3,-7,4,-8,4,-8,4,0,0,-8,4,-8,4,-8,4,-8,4,-8,4,-8,4,-8,3,-8,3,-8,3,-8,3,-8,3,-8,2,-8,2,-8,2,-8,1,-8,1,-7,1,-7,0,-7,0,-6,0,-7,-1,-6,-1,-6,-1,-6,-1,-5,-2,-5,-2,0,0,0,0,0,0,0,0,0,0"
1766188145.7437968,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-2,-11,-3,-10,-3,-10,-2,-10,-3,-10,-2,-10,-3,-9,-3,-9,-3,-9,-3,-8,-3,-9,-4,-8,-4,-8,-4,-8,-4,-8,-5,-8,-5,-7,-5,-7,-5,-7,-5,-7,-4,-7,-5,-7,-5,-7,-6,-7,-6,-7,-6,-7,0,0,-6,-7,-5,-7,-6,-7,-6,-7,-5,-7,-5,-7,-5,-7,-5,-7,-5,-8,-4,-7,-4,-8,-4,-7,-4,-7,-3,-7,-3,-7,-3,-7,-2,-7,-2,-7,-2,-6,-2,-6,-1,-6,-1,-6,-1,-6,0,-6,0,-5,1,-5,0,0,0,0,0,0,0,0,0,0"
1766188145.7629235,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-3,-11,-3,-11,-4,-10,-3,-10,-3,-10,-3,-10,-3,-10,-3,-9,-3,-9,-4,-9,-4,-9,-4,-9,-4,-9,-4,-8,-4,-8,-5,-8,-5,-7,-4,-7,-5,-7,-5,-7,-4,-7,-5,-7,-5,-7,-6,-7,-6,-7,-6,-8,0,0,-6,-8,-6,-8,-6,-8,-6,-8,-5,-7,-5,-8,-5,-8,-5,-7,-5,-8,-4,-8,-4,-8,-3,-7,-3,-7,-3,-7,-3,-7,-2,-7,-2,-7,-2,-7,-1,-7,-1,-7,-1,-6,-1,-6,0,-6,0,-6,1,-5,1,-5,0,0,0,0,0,0,0,0,0,0"
1766188145.78148,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,4,-10,3,-10,3,-10,4,-10,3,-10,3,-9,3,-9,2,-9,2,-9,2,-8,2,-9,1,-9,1,-9,1,-9,1,-8,0,-9,0,-9,0,-8,0,-8,0,-8,0,-8,0,-9,0,-8,-1,-9,-1,-9,-1,-9,0,0,-1,-9,-1,-9,-1,-9,-1,-10,0,-9,0,-9,0,-9,0,-9,0,-9,0,-8,1,-9,1,-8,1,-8,1,-7,1,-8,2,-7,2,-7,2,-7,2,-6,2,-6,2,-6,2,-5,3,-5,3,-5,3,-4,3,-4,0,0,0,0,0,0,0,0,0,0"
1766188145.7985477,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-8,7,-7,7,-7,8,-7,7,-7,7,-7,7,-6,7,-6,7,-6,7,-5,7,-6,7,-5,7,-5,7,-4,7,-4,7,-4,8,-3,7,-3,7,-3,7,-3,7,-3,7,-3,7,-3,7,-2,8,-3,8,-3,8,0,0,-2,8,-3,8,-3,8,-2,8,-3,8,-3,8,-3,8,-3,7,-3,7,-3,7,-4,7,-4,6,-4,6,-4,6,-4,6,-4,6,-4,6,-4,5,-4,5,-4,4,-4,4,-5,4,-5,3,-5,3,-5,2,-4,2,0,0,0,0,0,0,0,0,0,0"
1766188145.8170686,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,-2,9,-1,10,-2,10,-2,9,-2,9,-1,8,-2,8,-2,8,-2,7,-3,8,-2,8,-4,7,-3,7,-3,7,-3,7,-4,7,-4,6,-4,6,-4,7,-4,7,-4,7,-4,6,-4,6,-5,7,-5,6,-5,0,0,7,-5,7,-5,7,-5,6,-5,7,-4,7,-4,7,-4,7,-4,7,-4,7,-4,7,-3,6,-3,6,-3,6,-3,6,-2,6,-2,6,-2,6,-1,6,-1,5,-1,5,0,5,0,5,0,5,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0"
1766188145.8323913,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,1,10,0,10,0,9,0,9,1,9,1,8,1,8,1,8,1,8,2,8,2,8,2,7,2,7,3,8,3,7,3,7,3,7,3,7,3,6,3,7,3,6,4,6,4,7,4,7,0,0,4,7,3,7,4,7,4,7,3,7,3,7,3,7,3,7,2,7,3,7,2,7,1,6,1,6,1,6,1,6,1,6,0,6,0,6,0,6,0,6,-1,5,-1,5,-1,5,-2,5,-2,4,-2,4,0,0,0,0,0,0,0,0,0,0"
1766188145.849979,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,9,-1,10,0,9,0,9,0,9,0,8,-1,8,-1,8,-1,8,-1,8,-2,8,-2,7,-2,7,-2,7,-3,7,-3,7,-3,7,-4,7,-3,7,-3,7,-4,6,-3,6,-4,7,-4,7,-4,0,0,7,-4,7,-4,7,-5,7,-4,7,-4,7,-4,7,-4,7,-3,7,-3,7,-3,7,-3,6,-2,6,-2,6,-2,6,-1,6,-2,6,-1,6,-1,5,-1,5,0,5,0,5,0,5,0,5,1,4,1,3,1,0,0,0,0,0,0,0,0,0,0"
1766188145.8676147,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-2,10,-2,9,-2,9,-2,10,-2,9,-2,9,-1,9,-1,8,-1,8,-1,8,-1,9,0,8,0,8,0,8,0,8,1,8,1,8,1,7,1,7,1,7,1,7,1,7,1,7,2,7,2,7,2,7,0,0,2,7,2,8,2,8,2,8,1,8,1,8,1,8,1,7,1,8,1,7,0,8,0,7,0,7,-1,7,-1,6,-1,6,-1,6,-1,6,-2,6,-2,5,-2,5,-2,5,-2,4,-3,4,-3,4,-3,3,0,0,0,0,0,0,0,0,0,0"
1766188145.8847842,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,9,-1,9,-1,9,-2,9,-1,9,-2,8,-1,8,-2,8,-2,8,-2,7,-3,8,-2,7,-3,7,-3,7,-3,7,-3,7,-4,6,-4,6,-4,6,-4,6,-4,6,-3,6,-4,6,-4,6,-5,6,-5,6,-5,0,0,6,-5,7,-5,6,-5,6,-5,6,-4,6,-4,6,-4,6,-4,7,-4,6,-3,7,-4,6,-3,6,-3,6,-2,6,-2,6,-2,6,-2,5,-1,5,-1,5,-1,5,0,5,0,4,0,4,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0"
1766188145.9063807,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-10,3,-10,2,-10,3,-10,2,-9,3,-9,3,-9,3,-8,2,-8,3,-8,3,-9,3,-8,4,-8,4,-8,4,-7,3,-7,4,-7,4,-7,4,-6,4,-6,5,-7,4,-6,5,-6,4,-6,5,-7,5,-6,5,0,0,-6,5,-7,5,-7,5,-7,5,-7,5,-7,5,-7,5,-7,4,-7,4,-7,4,-7,4,-7,3,-7,3,-7,3,-7,2,-7,2,-7,2,-6,2,-6,1,-6,1,-6,0,-6,0,-6,0,-6,0,-5,-1,-5,-1,0,0,0,0,0,0,0,0,0,0"
1766188145.9240947,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-11,1,-11,1,-10,2,-11,1,-10,1,-10,1,-10,1,-9,1,-9,2,-9,2,-9,2,-9,2,-9,2,-8,3,-8,2,2,-9,0,0,1,-8,1,-9,1,-9,1,-9,2,-8,2,-7,2,-8,2,-7,2,-7,2,-8,3,-8,3,-7,3,-7,3,-6,3,-6,3,-6,3,-5,3,-5,3,-5,3,-5,4,-4,4,-4,4,-4,4,-3,4,-3,3,-3,0,0,0,0,0,0,0,0,0,0"
1766188145.9467976,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,8,-7,8,-6,8,-7,8,-7,8,-7,7,-6,7,-7,6,-6,7,-6,6,-7,7,-7,6,-7,6,-7,5,-7,5,-7,5,-8,5,-7,5,-7,4,-7,4,-7,4,-7,4,-8,4,-7,4,-8,4,-8,4,-8,0,0,4,-8,4,-8,5,-8,5,-8,4,-8,5,-8,5,-8,5,-7,5,-7,5,-7,5,-7,5,-6,5,-6,5,-5,5,-5,5,-5,5,-5,5,-4,5,-4,5,-3,5,-3,5,-3,5,-2,5,-2,4,-1,4,-1,0,0,0,0,0,0,0,0,0,0"
1766188145.9700484,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,9,-5,9,-5,9,-6,9,-6,9,-5,8,-5,8,-5,7,-5,7,-5,7,-6,7,-6,7,-6,7,-6,6,-6,6,-6,6,-7,6,-7,5,-6,5,-7,5,-6,5,-6,5,-7,5,-6,5,-7,5,-7,5,-7,0,0,5,-7,5,-7,5,-8,5,-8,5,-7,5,-7,5,-7,5,-7,6,-7,5,-6,6,-6,5,-5,5,-5,5,-5,6,-4,5,-4,6,-4,5,-4,5,-3,5,-3,5,-3,5,-2,5,-2,5,-2,4,-1,4,-1,0,0,0,0,0,0,0,0,0,0"
1766188145.9878051,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,-1,10,-1,10,-2,10,-1,9,-2,9,-1,9,-2,8,-2,8,-2,8,-2,8,-2,8,-3,8,-3,8,-3,7,-3,8,-3,7,-4,7,-3,7,-4,7,-4,7,-4,7,-4,6,-4,7,-5,7,-4,7,-5,0,0,7,-5,7,-4,7,-5,7,-4,7,-4,7,-4,7,-4,7,-3,7,-3,7,-3,7,-3,7,-2,7,-2,7,-2,6,-1,6,-2,6,-1,6,-1,6,-1,5,0,5,0,5,0,5,0,5,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0"
1766188146.008526,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,3,10,2,10,2,9,2,8,2,9,2,8,2,9,2,8,1,9,1,9,0,8,0,8,0,8,0,9,0,8,-1,8,0,8,-1,8,-1,8,0,8,-1,7,-1,8,-2,8,-1,8,-1,0,0,8,-1,8,-1,8,-2,9,-1,8,-1,8,-1,8,0,8,0,8,0,8,0,8,0,7,0,7,0,7,1,7,1,6,1,6,1,6,2,5,2,5,2,5,2,5,2,4,2,4,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0"
1766188146.0311575,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-9,5,-9,5,-9,6,-10,5,-9,5,-8,5,-8,5,-8,5,-7,5,-7,5,-8,6,-7,6,-7,6,-7,6,-6,5,-6,6,-6,6,-5,5,-5,6,-5,6,-5,6,-5,6,-5,6,-5,7,-6,7,-5,6,0,0,-5,6,-6,7,-5,7,-5,7,-5,6,-6,6,-5,6,-6,5,-6,6,-6,6,-6,5,-6,4,-6,4,-6,4,-6,4,-6,4,-6,3,-6,3,-6,3,-6,2,-6,2,-5,2,-6,1,-6,1,-5,0,-5,0,0,0,0,0,0,0,0,0,0,0"
1766188146.0485437,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,10,1,10,1,10,1,9,1,9,1,9,2,8,2,9,2,8,2,9,2,9,2,8,2,8,2,7,3,8,3,7,3,7,3,7,3,7,3,7,3,7,3,7,4,7,3,7,4,7,0,0,4,7,4,7,4,7,4,7,3,7,3,7,3,7,3,7,3,7,2,7,2,8,1,7,1,7,1,7,1,7,1,6,0,6,0,6,0,6,0,6,-1,5,-1,5,-1,5,-2,5,-2,4,-2,4,0,0,0,0,0,0,0,0,0,0"
1766188146.0727053,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,-2,10,-2,10,-3,10,-3,10,-3,9,-2,9,-3,8,-3,8,-3,8,-3,9,-3,8,-4,8,-4,8,-4,8,-4,8,-4,7,-5,7,-4,7,-5,7,-5,7,-4,7,-5,6,-4,7,-6,7,-5,7,-5,0,0,7,-6,7,-6,7,-6,7,-5,7,-5,7,-5,7,-5,7,-4,7,-4,7,-4,7,-4,7,-3,7,-3,7,-3,6,-2,7,-2,7,-2,6,-2,6,-1,5,-1,5,-1,5,-1,5,0,5,0,5,1,4,1,0,0,0,0,0,0,0,0,0,0"
1766188146.0958228,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,7,-8,7,-8,6,-8,7,-8,6,-8,6,-8,6,-8,5,-8,5,-7,4,-8,5,-8,4,-8,4,-8,4,-8,4,-8,3,-8,3,-9,3,-8,3,-8,3,-8,3,-8,2,-8,2,-8,2,-9,2,-9,2,-9,0,0,2,-9,2,-9,2,-9,2,-9,3,-9,3,-9,3,-9,3,-8,3,-8,3,-8,3,-8,3,-7,4,-7,3,-7,4,-6,4,-6,4,-6,4,-6,4,-5,3,-5,4,-5,4,-4,4,-4,4,-3,4,-3,4,-2,0,0,0,0,0,0,0,0,0,0"
1766188146.1236925,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-4,-11,-4,-11,-5,-10,-5,-11,-5,-10,-4,-10,-5,-10,-5,-9,-5,-9,-5,-9,-5,-9,-5,-9,-5,-8,-6,-8,-5,-7,-6,-8,-6,-7,-6,-7,-6,-6,-6,-7,-6,-6,-7,-6,-6,-6,-7,-6,-7,-7,-7,-7,0,0,-7,-6,-7,-7,-7,-6,-7,-7,-6,-6,-7,-7,-7,-7,-6,-7,-6,-7,-6,-7,-6,-7,-5,-7,-5,-7,-5,-7,-4,-7,-4,-7,-4,-7,-4,-6,-3,-6,-3,-6,-2,-6,-2,-6,-2,-6,-2,-6,-1,-6,0,-5,0,0,0,0,0,0,0,0,0,0"
1766188146.1439931,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-4,-11,-5,-11,-5,-11,-4,-11,-4,-10,-4,-10,-5,-10,-5,-9,-5,-9,-5,-9,-5,-9,-6,-9,-6,-8,-6,-8,-5,-8,-6,-8,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-7,-7,-6,-7,-7,-6,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-6,-7,-7,-7,-7,-7,-6,-7,-6,-8,-6,-7,-6,-8,-5,-7,-5,-7,-4,-7,-4,-7,-4,-7,-4,-8,-3,-7,-3,-7,-3,-7,-2,-7,-2,-6,-2,-6,-1,-6,-1,-6,0,-5,0,0,0,0,0,0,0,0,0,0"
1766188146.1625662,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,9,-4,9,-4,9,-4,9,-4,9,-4,8,-4,8,-4,7,-4,7,-4,7,-5,8,-5,7,-5,7,-5,7,-5,6,-5,6,-6,6,-6,6,-5,5,-6,5,-6,5,-6,5,-6,5,-6,5,-6,6,-6,5,-6,0,0,5,-7,6,-7,5,-7,6,-7,6,-6,6,-6,6,-6,6,-6,6,-5,6,-5,6,-5,5,-4,6,-4,6,-4,6,-4,5,-4,6,-4,5,-3,5,-3,5,-3,5,-2,5,-2,5,-1,5,-1,4,-1,4,0,0,0,0,0,0,0,0,0,0,0"
1766188146.178567,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-3,11,-2,10,-2,10,-2,10,-2,10,-2,9,-1,9,-1,9,-1,9,-1,8,-1,9,0,9,0,9,0,8,0,8,1,8,1,8,1,8,1,7,1,7,1,7,2,8,1,7,2,7,2,8,2,8,0,0,2,8,2,8,2,8,2,8,1,7,1,8,1,8,1,7,1,8,1,8,1,8,0,7,0,7,0,7,-1,7,-1,7,-1,6,-1,6,-1,6,-2,5,-2,6,-2,5,-2,5,-2,4,-3,4,-3,3,0,0,0,0,0,0,0,0,0,0"
1766188146.196875,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,2,10,3,10,2,10,2,9,2,9,2,9,2,8,2,9,2,8,1,9,1,9,0,9,0,9,0,8,0,9,0,8,0,8,0,8,-1,8,-1,8,-1,8,-1,7,-1,8,-2,9,-2,8,-2,0,0,8,-1,8,-1,9,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,0,8,0,8,0,7,0,7,1,7,1,6,1,7,2,6,2,6,2,5,2,5,2,5,2,5,2,4,2,4,3,4,3,3,3,0,0,0,0,0,0,0,0,0,0"
1766188146.2138865,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-1,11,-1,10,0,11,-1,10,-1,10,-1,10,0,9,0,9,0,9,0,9,0,9,1,9,1,9,1,8,1,8,2,9,2,8,2,8,2,7,2,7,2,7,3,7,2,7,3,7,3,8,3,8,0,0,3,8,3,8,3,8,3,8,2,8,3,8,3,8,2,7,2,8,2,7,1,8,1,7,1,7,1,7,0,7,0,7,0,7,0,6,0,6,0,6,-1,6,-1,5,-2,5,-2,5,-2,4,-2,4,0,0,0,0,0,0,0,0,0,0"
1766188146.2294416,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-5,8,-5,8,-4,8,-5,8,-5,8,-5,8,-4,7,-4,7,-4,7,-3,7,-3,8,-3,8,-3,8,-3,7,-3,7,-2,7,-2,7,-2,7,-1,7,-1,7,-1,7,-1,7,-1,7,0,7,-1,8,0,7,0,0,0,8,-1,7,-1,8,-1,7,-1,7,-1,8,-1,8,-1,7,-1,7,-1,7,-2,7,-2,6,-2,6,-2,6,-3,6,-2,6,-3,5,-2,5,-3,5,-3,5,-3,5,-3,4,-3,4,-4,3,-3,3,-4,2,0,0,0,0,0,0,0,0,0,0"
1766188146.2501435,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,3,-11,3,-11,2,-11,3,-11,3,-10,3,-10,2,-10,2,-10,2,-10,1,-9,1,-10,1,-10,1,-9,0,-9,0,-9,0,-10,0,-9,0,-9,-1,-9,-1,-9,0,-9,-1,-9,-1,-8,-2,-9,-1,-9,-2,-9,0,0,-2,-9,-1,-10,-1,-10,-2,-9,-1,-9,-1,-10,-1,-9,-1,-9,0,-9,0,-9,0,-9,0,-8,0,-8,1,-8,1,-8,1,-8,1,-7,1,-7,2,-7,2,-6,2,-6,2,-6,2,-5,3,-5,3,-5,3,-4,0,0,0,0,0,0,0,0,0,0"
1766188146.2659042,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,9,-4,9,-5,9,-5,9,-5,9,-4,8,-4,8,-5,7,-5,7,-4,7,-5,7,-5,7,-6,7,-5,7,-5,6,-5,6,-6,6,-6,6,-5,5,-6,6,-6,5,-6,5,-6,5,-6,5,-7,5,-6,5,-7,0,0,5,-7,6,-7,6,-7,5,-6,6,-6,6,-6,6,-6,6,-6,6,-5,6,-5,6,-5,6,-4,6,-4,6,-4,6,-4,6,-4,6,-3,6,-3,5,-3,5,-2,5,-2,5,-2,5,-1,5,-1,5,0,4,0,0,0,0,0,0,0,0,0,0,0"
