ts,type,data
1766188148.536805,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-8,8,-8,8,-7,8,-8,8,-7,8,-7,7,-7,8,-6,8,-7,8,-6,8,,8,4,9,5,8,5,8,5,8,5,7,6,7,6,7,5,7,6,6,6,6,5,6,6,6,5,6,6,6,6,7,6,7,0,0,7,7,6,7,6,7,6,7,6,7,6,7,6,7,5,7,5,7,5,7,5,7,4,7,4,7,4,7,3,7,3,7,3,7,2,6,2,6,2,6,2,6,1,6,1,6,1,6,0,6,-1,5,0,0,0,0,0,,7,3,7,3,7,3,7,2,6,2,6,2,6,2,6,1,6,1,6,1,6,0,6,-1,5,0,0,0,0,0,0,0,0,0,0"
1766188148.55062,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-1,10,-1,10,0,10,0,10,0,10,0,10,0,9,1,9,0,9,1,9,1,9,1,9,1,9,1,9,1,8,2,9,3,8,2,8,3,8,3,8,2,8,3,8,2,8,3,8,3,8,4,8,0,0,4,9,3,8,3,9,3,8,3,8,3,8,3,8,2,8,2,8,2,8,2,8,1,8,1,8,1,8,1,7,1,8,1,7,0,7,0,7,0,6,0,6,-1,6,-1,6,-1,6,-2,5,-2,5,0,0,0,0,0,0,0,0,0,0"
1766188148.5663722,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,-2,10,-2,10,-3,11,-2,10,-2,9,-2,10,-3,9,-2,9,-3,9,-3,9,-3,9,-4,9,-4,8,-4,8,-4,9,-5,8,-5,8,-4,8,-5,8,-5,8,-4,8,-5,8,-5,7,-6,8,-6,8,-6,0,0,8,-6,8,-6,8,-6,8,-6,8,-5,8,-5,8,-5,8,-4,8,-4,8,-4,8,-4,8,-3,8,-3,8,-3,7,-3,7,-3,7,-3,7,-2,7,-2,6,-1,6,-1,6,-1,6,0,6,0,6,0,5,1,0,0,0,0,0,0,0,0,0,0"
1766188148.584572,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-12,0,-11,0,-12,1,-12,0,-11,1,-11,0,-10,1,-10,1,-10,1,-10,1,-10,2,-10,2,-10,2,-10,2,-9,2,-10,3,-9,3,-9,3,-8,4,-9,4,-9,3,-9,4,-9,3,-9,5,-9,4,-9,4,0,0,-9,5,-9,4,-9,5,-9,5,-9,4,-9,4,-9,4,-9,4,-9,3,-9,3,-9,3,-9,2,-8,2,-8,2,-8,2,-8,2,-9,2,-8,1,-7,1,-7,1,-7,0,-7,0,-7,0,-7,-1,-6,-1,-6,-2,0,0,0,0,0,0,0,0,0,0"
1766188148.603553,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,4,-11,4,-10,3,-11,4,-11,3,-10,4,-10,3,-10,3,-10,3,-10,2,-10,3,-10,2,-10,2,-10,2,-10,2,-10,1,-10,0,-10,1,-9,0,-10,0,-10,1,-9,0,-10,0,-9,0,-10,0,-10,0,-10,0,0,0,-10,0,-10,0,-11,0,-11,1,-10,0,-10,1,-10,1,-10,1,-10,1,-9,2,-10,2,-9,2,-9,2,-9,2,-8,2,-8,2,-8,2,-8,3,-7,3,-7,3,-7,3,-6,3,-5,3,-6,4,-5,4,-4,0,0,0,0,0,0,0,0,0,0"
1766188148.6181576,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,9,6,8,6,8,6,7,6,8,6,7,5,8,5,8,5,8,5,8,4,8,4,8,4,8,4,9,4,8,3,8,3,8,3,8,3,8,3,8,2,8,3,9,2,9,3,9,2,0,0,9,2,9,2,9,2,9,3,8,3,9,3,9,3,8,3,8,4,8,3,8,4,7,3,7,4,7,4,6,4,6,4,6,4,6,4,5,4,5,4,5,4,4,4,4,4,4,5,3,4,2,5,0,0,0,0,0,0,0,0,0,0"
1766188148.6408288,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-2,-12,-3,-11,-3,-11,-3,-11,-3,-11,-3,-11,-3,-11,-3,-10,-3,-10,-4,-9,-4,-10,-4,-10,-4,-9,-4,-9,-4,-9,-5,-9,-5,-9,-5,-8,-5,-8,-5,-8,-5,-8,-6,-8,-5,-8,-6,-8,-6,-9,-6,-9,0,0,-6,-9,-6,-9,-6,-9,-6,-9,-5,-9,-6,-9,-5,-9,-5,-8,-5,-9,-5,-9,-5,-9,-4,-8,-4,-8,-4,-8,-3,-8,-3,-8,-3,-8,-3,-8,-2,-8,-2,-7,-2,-7,-1,-7,-1,-7,-1,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0"
1766188148.662634,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,4,-11,4,-11,3,-11,4,-11,3,-10,3,-10,2,-10,2,-10,2,-10,2,-10,2,-10,1,-10,1,-10,1,-10,1,-10,0,-10,0,-10,0,-9,0,-10,0,-10,0,-10,-1,-10,0,-9,-1,-10,0,-11,-1,-10,0,0,-1,-11,0,-10,-1,-11,-1,-10,0,-10,0,-10,0,-10,0,-10,0,-10,0,-9,1,-10,1,-9,1,-9,1,-9,1,-8,2,-9,2,-8,2,-8,2,-7,2,-7,2,-7,3,-7,3,-6,3,-6,3,-5,4,-5,0,0,0,0,0,0,0,0,0,0"
1766188148.6832454,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-4,-11,-4,-11,-5,-10,-4,-11,-4,-10,-4,-10,-5,-10,-5,-9,-5,-10,-5,-9,-5,-10,-6,-9,-6,-9,-5,-9,-5,-8,-6,-9,-6,-8,-6,-8,-6,-7,-6,-7,-6,-8,-7,-7,-6,-8,-7,-7,-7,-8,-7,-8,0,0,-8,-8,-7,-8,-7,-8,-8,-8,-6,-8,-7,-8,-7,-8,-6,-8,-6,-8,-6,-8,-6,-8,-5,-8,-5,-8,-5,-8,-4,-8,-4,-8,-4,-8,-4,-7,-3,-7,-3,-7,-2,-7,-3,-7,-2,-7,-2,-7,-1,-7,0,-6,0,0,0,0,0,0,0,0,0,0"
1766188148.7005296,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,4,10,3,10,3,10,3,9,3,9,3,9,2,9,2,9,2,9,2,9,1,9,1,9,1,9,1,9,0,9,0,9,0,8,-1,9,0,9,0,9,-1,8,0,9,-1,9,-1,9,-1,0,0,10,-1,10,-1,10,-1,9,-1,9,0,9,0,9,0,9,0,9,0,8,0,9,1,8,1,8,1,8,1,7,1,7,1,7,2,7,2,6,2,6,2,6,2,6,3,5,3,5,3,4,3,4,3,0,0,0,0,0,0,0,0,0,0"
1766188148.7197807,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-8,8,-7,8,-7,8,-7,8,-7,8,-7,8,-6,8,-6,8,-6,8,-5,8,-6,8,-5,8,-5,8,-5,8,-5,8,-4,9,-4,8,-4,8,-3,8,-3,8,-4,8,-3,9,-3,8,-3,9,-3,9,-3,9,0,0,-3,9,-3,9,-3,9,-3,9,-3,8,-4,9,-4,9,-4,8,-4,8,-4,8,-4,8,-4,7,-4,7,-4,7,-4,7,-4,6,-5,6,-4,6,-5,6,-4,5,-5,5,-5,5,-5,4,-5,4,-5,3,-5,3,0,0,0,0,0,0,0,0,0,0"
1766188148.742639,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-11,-2,-11,-2,-11,-1,-12,-2,-11,-1,-11,-1,-10,-1,-10,-1,-10,-1,-10,0,-10,0,-10,0,-10,0,-10,0,-10,0,-10,1,-10,1,-9,1,-9,2,-9,2,-9,1,-10,2,-9,1,-9,3,-10,2,-10,2,0,0,-10,2,-10,2,-10,2,-10,2,-10,1,-10,2,-10,1,-9,1,-9,1,-9,1,-9,0,-9,0,-9,0,-9,0,-8,-1,-8,-1,-8,-1,-8,-1,-7,-1,-7,-1,-7,-2,-7,-2,-6,-2,-6,-3,-6,-3,-5,-3,0,0,0,0,0,0,0,0,0,0"
1766188148.7616892,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-4,10,-4,10,-3,9,-4,10,-4,9,-3,9,-3,9,-3,9,-3,9,-2,8,-2,9,-2,9,-1,9,-1,9,-2,9,-1,9,0,9,-1,8,0,9,0,8,-1,8,0,9,0,8,1,9,0,9,1,9,0,0,1,9,0,9,1,9,1,9,0,9,0,9,0,9,-1,9,-1,9,0,8,-1,9,-1,7,-1,8,-1,8,-2,7,-2,8,-2,7,-2,7,-2,7,-2,6,-3,6,-3,6,-3,5,-3,5,-4,4,-4,4,0,0,0,0,0,0,0,0,0,0"
1766188148.7776065,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,9,6,9,7,8,6,8,6,8,6,8,5,8,5,8,4,8,5,9,4,9,4,8,4,8,4,9,4,9,3,8,3,8,2,8,2,8,3,9,2,8,2,9,2,9,2,9,2,0,0,10,2,9,2,9,2,9,2,9,3,9,2,9,3,8,2,9,3,8,3,8,4,7,3,7,3,7,3,6,4,6,4,7,4,6,4,6,4,5,4,5,4,5,4,4,4,4,5,3,5,3,5,0,0,0,0,0,0,0,0,0,0"
1766188148.7961621,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-3,10,-3,11,-2,10,-3,11,-2,9,-2,10,-2,10,-1,9,-2,9,-1,9,-1,10,0,10,0,9,0,9,0,9,0,9,1,9,0,8,1,9,1,9,1,9,1,9,1,8,2,9,2,9,2,9,0,0,2,9,1,9,2,10,2,9,1,9,1,9,1,9,1,8,1,9,1,8,0,9,0,8,0,8,0,8,-1,7,-1,8,-1,7,-1,8,-1,7,-1,6,-2,6,-2,6,-2,5,-3,5,-3,5,-4,5,0,0,0,0,0,0,0,0,0,0"
1766188148.8113682,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,1,10,0,11,0,10,0,10,1,10,1,9,1,9,2,9,1,9,2,9,2,9,2,9,2,8,3,9,3,8,3,8,3,8,3,8,3,8,4,8,3,8,4,8,4,8,4,8,0,0,5,8,4,8,4,8,4,8,3,8,4,8,4,8,3,8,3,8,3,8,3,8,2,7,2,8,2,7,1,7,1,7,1,7,1,7,1,7,0,7,0,7,0,6,-1,6,-1,6,-1,6,-2,5,0,0,0,0,0,0,0,0,0,0"
1766188148.8352761,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-3,-11,-4,-11,-4,-11,-4,-11,-4,-10,-4,-10,-4,-10,-5,-9,-5,-10,-5,-9,-5,-10,-5,-9,-5,-9,-5,-9,-5,-8,-6,-9,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-7,-7,-7,-8,-7,-8,0,0,-7,-8,-7,-8,-7,-8,-7,-8,-6,-8,-7,-8,-7,-8,-6,-8,-6,-8,-6,-8,-6,-8,-5,-8,-5,-8,-5,-8,-4,-8,-4,-8,-4,-8,-4,-7,-3,-7,-3,-7,-3,-7,-2,-7,-2,-7,-1,-7,-1,-7,0,-6,0,0,0,0,0,0,0,0,0,0"
1766188148.8549278,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-5,10,-5,10,-4,10,-5,10,-4,9,-4,9,-4,9,-3,9,-3,9,-3,9,-3,9,-2,9,-2,9,-2,9,-2,9,-1,9,-1,9,-1,8,0,9,-1,9,-1,8,-1,9,-1,8,0,9,0,9,0,9,0,0,0,10,0,10,0,10,0,10,-1,9,-1,9,-1,9,-1,9,-1,9,-1,8,-1,9,-2,8,-2,8,-2,8,-2,8,-2,8,-2,7,-2,7,-3,7,-3,6,-3,6,-3,6,-3,5,-4,5,-4,5,-4,4,0,0,0,0,0,0,0,0,0,0"
1766188148.8801975,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-10,-5,-10,-5,-10,-4,-11,-5,-10,-4,-10,-5,-10,-4,-9,-4,-10,-4,-9,-3,-10,-4,-10,-3,-10,-3,-9,-3,-9,-3,-10,-2,-10,-2,-9,-2,-9,-1,-9,-1,-9,-1,-10,-1,-9,-1,-10,-1,-10,-1,-10,-1,0,0,-10,-1,-10,-1,-10,-1,-10,-1,-10,-1,-10,-1,-10,-1,-9,-2,-10,-2,-9,-2,-9,-3,-8,-3,-8,-3,-8,-3,-8,-3,-8,-3,-8,-3,-7,-3,-7,-3,-6,-3,-6,-4,-6,-4,-6,-4,-5,-4,-5,-5,-4,-5,0,0,0,0,0,0,0,0,0,0"
1766188148.8984702,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,9,-7,8,-7,8,-8,8,-7,8,-7,8,-7,7,-7,7,-7,7,-7,6,-7,7,-7,6,-8,6,-8,6,-8,6,-7,5,-8,5,-8,5,-8,4,-8,5,-8,5,-8,5,-8,4,-8,4,-9,5,-9,4,-9,0,0,5,-9,5,-9,5,-9,4,-9,5,-8,5,-9,5,-8,5,-8,5,-8,5,-8,5,-8,5,-7,5,-7,5,-7,5,-6,5,-6,6,-6,5,-5,5,-5,5,-5,5,-4,5,-4,5,-4,5,-3,5,-3,5,-2,0,0,0,0,0,0,0,0,0,0"
1766188148.9137444,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,3,10,2,10,3,9,3,9,3,9,2,9,2,9,2,9,1,9,2,9,1,9,1,9,1,9,1,9,0,9,0,8,0,9,-1,9,-1,9,0,9,-1,8,0,9,-2,9,-1,9,-1,0,0,10,-1,10,-1,10,-1,9,-1,9,-1,9,-1,9,-1,9,0,9,0,8,0,9,0,8,0,8,0,8,1,7,1,7,1,7,1,7,1,7,1,6,1,6,2,6,2,5,2,5,3,5,3,4,3,0,0,0,0,0,0,0,0,0,0"
1766188148.9264212,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,8,6,8,7,7,6,7,6,7,6,7,6,7,6,7,5,8,5,8,5,8,4,8,4,8,4,8,4,8,3,7,3,8,3,8,3,8,3,8,3,8,3,9,2,9,3,9,3,0,0,9,3,9,3,9,2,9,3,8,3,9,3,9,3,8,3,8,4,8,3,8,4,7,3,7,4,7,3,6,4,6,4,6,4,6,4,5,4,5,4,5,4,4,4,4,4,4,4,3,4,2,5,0,0,0,0,0,0,0,0,0,0"
1766188148.9465022,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-1,-11,-1,-11,-2,-11,-1,-12,-1,-11,-1,-11,-2,-11,-2,-10,-2,-10,-2,-10,-2,-11,-3,-10,-3,-10,-3,-10,-3,-9,-3,-10,-4,-9,-3,-9,-4,-9,-4,-9,-4,-9,-4,-9,-4,-9,-5,-9,-4,-9,-5,-9,0,0,-5,-10,-4,-10,-5,-10,-4,-10,-4,-9,-4,-10,-4,-10,-4,-9,-3,-9,-3,-9,-3,-10,-2,-9,-2,-9,-2,-9,-2,-9,-1,-9,-1,-8,-1,-8,-1,-8,-1,-7,0,-8,0,-7,0,-7,1,-7,1,-6,2,-6,0,0,0,0,0,0,0,0,0,0"
1766188148.9582348,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-11,-3,-11,-3,-11,-2,-11,-3,-11,-3,-10,-3,-10,-2,-10,-2,-10,-2,-10,-1,-10,-2,-10,-1,-10,-1,-10,-1,-10,-1,-10,0,-,6,-3,6,-3,6,-4,5,-4,5,-4,4,-4,4,0,0,0,0,0,0,0,0,0,0"
1766188149.031487,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,9,2,9,1,9,1,9,1,10,0,9,00,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,9,2,9,1,9,1,9,1,10,0,9,00,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,9,2,9,1,9,1,9,1,10,0,9,00,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,9,2,9,1,9,1,9,1,10,0,9,00,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,9,2,9,1,9,1,9,1,10,0,9,00,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,9,2,9,1,9,1,9,1,10,0,9,00,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,9,2,9,1,9,1,9,1,10,0,9,00,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,9,2,9,1,9,1,9,1,10,0,9,00,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,9,2,9,1,9,1,9,1,10,0,9,00,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,9,2,9,1,9,1,9,1,10,0,9,00,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,9,2,9,1,9,1,9,1,10,0,9,00,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,9,2,9,1,9,1,9,1,10,0,9,00,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,9,2,9,1,9,1,9,1,10,0,9,00,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,9,2,9,1,9,1,9,1,10,0,9,00,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,9,2,9,1,9,1,9,1,10,0,9,00,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,9,2,9,1,9,1,9,1,10,0,9,00,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,9,2,9,1,9,1,9,1,10,0,9,00,0,0,10,3,9,2,10,2,10,3,10,2,9,2,9,2,9,2,9,1,9,1,9,1,10,0,9,0,9,0,8,0,9,-1,9,-1,8,-1,9,-2,9,-1,9,-1,9,-2,8,-1,9,-2,9,-2,9,-2,0,0,9,-2,10,-2,10,-2,10,-2,9,-2,10,-2,10,-2,9,-1,9,-1,9,-1,9,0,8,0,8,0,8,0,8,0,8,0,8,1,7,1,7,1,7,1,6,2,6,2,6,2,6,2,5,3,4,3,0,0,0,0,0,0,0,0,0,0"
1766188149.0481048,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-1,11,-1,11,0,10,-1,11,-1,10,0,10,0,10,0,10,0,10,1,9,1,10,2,10,1,9,1,9,1,9,2,9,2,9,2,8,2,8,2,8,2,8,3,9,3,8,3,8,3,9,3,9,0,0,4,9,3,9,3,9,3,9,3,9,2,9,2,9,2,9,2,9,2,9,2,9,1,8,1,8,1,8,0,8,0,8,0,7,0,7,-1,7,-1,7,-1,7,-1,6,-2,6,-2,6,-2,5,-3,5,0,0,0,0,0,0,0,0,0,0"
1766188149.0703685,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,5,-11,4,-10,4,-11,4,-11,4,-10,4,-10,3,-11,3,-10,3,-10,2,-10,3,-11,2,-10,2,-10,2,-10,2,-10,1,-11,1,-10,1,-10,0,-10,0,-10,1,-10,0,-10,0,-10,-1,-10,0,-11,0,-11,0,0,0,-11,0,-11,0,-11,0,-11,1,-10,1,-11,1,-10,1,-10,1,-10,1,-10,1,-10,2,-9,2,-9,2,-9,2,-9,2,-9,2,-8,2,-8,3,-8,3,-7,3,-7,3,-6,3,-6,4,-6,4,-5,4,-4,0,0,0,0,0,0,0,0,0,0"
1766188149.0919757,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-4,-11,-4,-11,-5,-11,-5,-11,-4,-10,-4,-10,-5,-10,-5,-10,-5,-10,-5,-9,-5,-10,-6,-9,-6,-9,-6,-9,-5,-8,-6,-9,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-7,-8,-6,-8,-7,-7,-7,-8,-7,-8,0,0,-7,-8,-7,-8,-7,-8,-7,-9,-6,-8,-6,-8,-6,-8,-6,-8,-6,-9,-6,-8,-5,-9,-5,-8,-5,-8,-4,-8,-4,-8,-4,-8,-4,-8,-3,-8,-3,-8,-2,-7,-2,-8,-2,-7,-1,-7,-1,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0"
1766188149.1089334,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,3,10,2,11,2,10,2,10,2,10,2,9,1,9,1,9,1,10,1,10,0,10,0,9,0,9,0,9,0,9,-1,9,0,9,-1,9,-1,9,-1,9,-1,9,-1,9,-2,10,-2,10,-2,0,0,10,-2,10,-2,10,-2,10,-1,10,-1,10,-1,10,-1,9,-1,9,0,9,0,9,0,8,0,8,0,8,1,8,1,8,1,8,1,7,1,7,2,6,2,6,2,6,2,6,3,5,3,5,3,4,3,0,0,0,0,0,0,0,0,0,0"
1766188149.1291592,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,-5,9,-5,9,-6,10,-5,9,-5,9,-5,9,-5,8,-5,8,-5,8,-6,8,-6,8,-7,7,-6,7,-6,7,-6,7,-7,6,-7,6,-7,6,-7,6,-7,6,-7,6,-8,6,-7,6,-8,6,-8,6,-8,0,0,6,-8,6,-8,6,-8,6,-8,6,-7,6,-8,6,-8,6,-7,6,-7,6,-7,6,-7,6,-6,6,-6,6,-6,6,-5,6,-5,6,-5,6,-5,6,-4,6,-4,6,-4,6,-3,6,-3,6,-3,5,-2,5,-1,0,0,0,0,0,0,0,0,0,0"
1766188149.1520784,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-2,-11,-2,-11,-3,-11,-3,-11,-3,-11,-3,-11,-3,-11,-3,-10,-3,-10,-4,-9,-4,-10,-4,-10,-4,-9,-4,-9,-4,-9,-5,-9,-5,-9,-5,-9,-5,-8,-5,-8,-5,-8,-5,-8,-5,-8,-6,-8,-6,-9,-6,-9,0,0,-6,-9,-6,-9,-6,-9,-6,-9,-5,-9,-5,-9,-5,-9,-5,-9,-5,-9,-4,-9,-4,-9,-4,-8,-4,-8,-3,-8,-3,-8,-3,-8,-3,-8,-2,-8,-2,-8,-2,-7,-2,-7,-1,-7,-1,-7,-1,-7,0,-7,1,-6,0,0,0,0,0,0,0,0,0,0"
1766188149.178327,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-2,-12,-2,-11,-2,-11,-2,-11,-2,-11,-2,-11,-3,-11,-3,-10,-3,-10,-3,-10,-3,-11,-4,-10,-4,-10,-4,-10,-4,-9,-5,-10,-5,-9,-5,-9,-5,-9,-5,-9,-5,-9,-5,-9,-5,-9,-6,-9,-6,-9,-6,-9,0,0,-6,-9,-6,-9,-6,-9,-6,-9,-5,-9,-5,-9,-5,-9,-5,-9,-5,-9,-5,-9,-4,-10,-4,-8,-3,-8,-3,-8,-3,-9,-3,-8,-3,-9,-2,-8,-2,-8,-2,-8,-2,-8,-1,-7,-1,-7,0,-7,0,-7,1,-6,0,0,0,0,0,0,0,0,0,0"
1766188149.1960385,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-2,11,-2,10,-1,10,-2,11,-2,10,-2,10,-1,10,-1,9,-1,10,0,9,-1,10,0,10,0,9,0,9,0,8,1,10,2,9,1,9,2,8,2,9,1,9,2,9,1,9,2,9,2,9,2,9,0,0,2,9,2,10,2,9,2,10,2,9,2,9,2,9,2,9,1,9,1,9,1,9,0,8,0,8,0,8,0,8,-1,8,-1,8,-1,8,-1,8,-1,7,-2,7,-2,6,-2,6,-3,6,-3,5,-4,5,0,0,0,0,0,0,0,0,0,0"
1766188149.2121072,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,2,10,2,10,1,11,2,10,2,10,2,9,1,9,1,9,1,9,0,9,1,9,0,9,0,9,0,9,0,9,-1,9,-1,8,-1,9,-2,9,-2,9,-1,9,-2,8,-1,9,-2,9,-2,9,-2,0,0,9,-2,10,-2,10,-2,9,-2,9,-2,9,-2,9,-2,9,-1,9,-1,8,-1,9,0,8,0,8,0,8,0,8,0,8,1,8,1,7,1,7,1,6,1,6,1,6,2,6,2,5,2,5,3,4,3,0,0,0,0,0,0,0,0,0,0"
1766188149.2323833,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-11,-3,-11,-3,-11,-2,-12,-3,-11,-2,-11,-2,-10,-2,-10,-1,-10,-1,-10,-1,-10,-1,-10,-1,-10,0,-10,-1,-10,0,-10,0,-10,1,-9,0,-10,1,-9,1,-9,1,-10,2,-9,1,-10,2,-10,2,-10,2,0,0,-10,2,-10,2,-10,2,-10,2,-10,1,-10,1,-10,1,-10,1,-10,0,-10,0,-10,0,-9,0,-9,0,-9,0,-9,-1,-9,-1,-9,-1,-8,-1,-8,-2,-7,-1,-7,-2,-7,-2,-7,-2,-6,-3,-6,-3,-5,-3,0,0,0,0,0,0,0,0,0,0"
1766188149.251478,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,4,-11,4,-11,3,-10,4,-11,3,-10,3,-10,3,-10,2,-10,3,-10,2,-10,2,-10,1,-10,1,-10,1,-10,1,-10,1,-10,0,-10,0,-9,0,-10,0,-10,0,-10,0,-10,0,-9,-1,-10,0,-11,-1,-11,0,0,-1,-11,0,-10,0,-11,-1,-10,0,-10,0,-10,0,-10,0,-10,0,-10,0,-9,1,-10,1,-9,1,-9,1,-9,1,-8,2,-9,2,-8,2,-8,2,-8,2,-7,2,-7,2,-7,3,-6,3,-6,3,-5,3,-5,0,0,0,0,0,0,0,0,0,0"
1766188149.273974,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,1,-11,1,-11,0,-11,1,-12,1,-11,1,-11,0,-11,0,-10,0,-10,-1,-10,-1,-11,-1,-11,-1,-10,-1,-10,-1,-10,-2,-10,-2,-10,-2,-9,-2,-10,-2,-10,-2,-10,-3,-10,-3,-9,-4,-10,-3,-10,-4,-10,0,0,-3,-10,-3,-10,-3,-10,-3,-10,-2,-10,-2,-10,-2,-10,-2,-10,-2,-10,-2,-9,-2,-10,-1,-9,-1,-9,-1,-9,-1,-9,-1,-9,0,-8,0,-8,0,-8,0,-7,1,-8,1,-7,1,-6,1,-7,2,-6,2,-6,0,0,0,0,0,0,0,0,0,0"
1766188149.2962499,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-8,7,-7,7,-7,8,-8,7,-7,7,-7,7,-7,7,-6,7,-6,7,-6,7,-6,7,-6,8,-6,8,-5,7,-5,7,-5,8,-4,8,-4,7,-4,8,-4,8,-4,8,-4,8,-4,8,-3,8,-4,8,-4,8,0,0,-3,9,-4,9,-4,9,-4,9,-4,8,-4,8,-4,8,-4,8,-4,8,-4,8,-5,7,-5,7,-5,6,-5,6,-5,6,-5,6,-5,6,-5,5,-5,5,-5,5,-5,5,-5,4,-5,3,-6,3,-5,3,-6,2,0,0,0,0,0,0,0,0,0,0"
1766188149.3221018,CSI,"0,0,0,0,"
1766188149.3256133,CSI,"0,0,0,0,"
1766188149.3297172,CSI,"0,0,0,0,"
1766188149.333173,CSI,"0,0,0,0,"
1766188149.3371475,CSI,"0,0,0,0,"
1766188149.3430183,CSI,"0,0,0,0,"
1766188149.3445172,CSI,"0,0,0,0,"
1766188149.3454795,CSI,"0,0,0,0,"
1766188149.3485286,CSI,"0,0,0,0,"
1766188149.3523998,CSI,"0,0,0,0,"
1766188149.3563714,CSI,"0,0,0,0,"
1766188149.3598843,CSI,"0,0,0,0,"
1766188149.363174,CSI,"0,0,0,0,"
1766188149.3665087,CSI,"0,0,0,0,"
1766188149.3703713,CSI,"0,0,0,0,"
1766188149.3746288,CSI,"0,0,0,0,"
1766188149.3780017,CSI,"0,0,0,0,"
1766188149.3803961,CSI,"0,0,0,0,"
1766188149.4058628,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-1,-12,-1,-11,-2,-11,-2,-12,-2,-11,-2,-11,-2,-11,-2,-10,-2,-11,-3,-10,-3,-10,-3,-10,-3,-10,-4,-10,-3,-10,-4,-10,-4,-9,-4,-9,-4,-9,-4,-9,-4,-9,-5,-9,-4,-9,-5,-9,-5,-9,-5,-9,0,0,-5,-10,-5,-10,-5,-10,-5,-9,-4,-9,-4,-10,-4,-10,-4,-9,-4,-10,-4,-9,-4,-9,-3,-9,-3,-9,-3,-9,-2,-9,-2,-9,-2,-8,-2,-8,-1,-8,-1,-8,-1,-8,0,-7,0,-7,0,-7,1,-6,1,-6,0,0,0,0,0,0,0,0,0,0"
