ts,type,data
1766188166.1411638,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,4,9,4,9,4,8,3,8,3,8,3,8,2,8,2,8,2,8,3,8,2,8,1,7,1,7,1,8,1,8,1,7,0,7,0,7,0,7,0,7,0,7,0,7,-1,7,0,8,0,0,0,8,-1,8,0,8,0,8,0,7,0,7,0,7,0,7,0,7,0,7,1,7,1,6,1,6,1,6,1,6,1,6,2,6,2,5,2,5,2,5,2,4,2,4,2,4,2,4,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0"
1766188166.1585236,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,5,9,4,9,5,8,4,8,4,8,4,7,3,7,3,7,2,8,3,8,2,8,2,7,2,7,2,8,2,8,1,7,1,8,1,8,1,7,1,7,0,7,0,8,-1,8,0,8,0,0,0,8,0,8,0,8,0,8,0,7,0,7,0,7,1,7,1,7,1,7,1,7,1,6,1,6,1,6,1,6,2,6,2,6,2,5,2,5,2,4,2,4,2,4,3,4,2,4,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0"
1766188166.1820903,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,1,-11,1,-10,1,-11,1,-10,1,-10,1,-10,0,-10,0,-9,0,-9,0,-9,0,-9,-1,-9,-1,-9,-1,-9,-1,-8,-1,-9,-2,-9,-2,-8,-2,-8,-2,-8,-2,-8,-2,-8,-2,-8,-3,-8,-3,-8,-3,-8,0,0,-3,-8,-2,-9,-3,-9,-3,-9,-2,-8,-2,-8,-2,-8,-2,-8,-2,-8,-2,-8,-1,-8,-1,-7,-1,-7,-1,-7,0,-7,0,-7,0,-7,0,-6,0,-6,0,-6,1,-6,1,-6,1,-5,1,-5,1,-5,2,-4,0,0,0,0,0,0,0,0,0,0"
1766188166.196023,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,9,4,9,3,9,4,8,4,8,4,8,4,7,4,7,4,6,4,7,5,7,5,6,4,6,4,5,5,6,5,5,5,5,5,5,5,5,5,4,6,4,5,4,6,4,6,5,6,5,0,0,6,4,6,5,6,5,6,5,5,5,6,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,5,3,5,3,5,3,5,3,5,3,5,2,4,2,4,2,4,1,4,1,4,1,4,0,4,0,0,0,0,0,0,0,0,0,0"
1766188166.2123225,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,1,10,0,10,0,9,1,9,1,9,1,8,1,8,1,8,1,8,2,8,2,8,2,8,2,7,2,8,3,7,2,7,3,7,3,7,2,7,3,7,3,6,3,7,3,7,3,7,0,0,3,7,3,7,3,7,3,7,2,7,2,7,2,7,2,7,2,7,2,7,1,7,1,6,1,6,1,6,0,6,0,6,0,6,0,6,-1,6,-1,5,-1,5,-1,5,-2,5,-2,4,-2,4,-2,4,0,0,0,0,0,0,0,0,0,0"
1766188166.2347164,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-10,-5,-10,-5,-11,-4,-10,-5,-10,-4,-9,-4,-9,-4,-9,-3,-9,-3,-9,-3,-9,-3,-9,-3,-9,-2,-9,-3,-9,-2,-9,-2,-9,-1,-8,-1,-9,-1,-9,-1,-8,-1,-9,0,-8,-1,-9,0,-9,-1,-9,-1,0,0,-9,0,-9,-1,-9,-1,-9,0,-9,-1,-9,-1,-9,-1,-9,-1,-8,-1,-8,-2,-8,-2,-7,-2,-7,-2,-8,-2,-7,-3,-7,-3,-7,-3,-6,-3,-6,-3,-6,-3,-5,-3,-5,-3,-5,-3,-5,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0"
1766188166.263339,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,1,-9,1,-9,1,-9,2,-9,1,-8,1,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,-1,-8,-1,-8,-1,-7,-1,-8,-1,-8,-1,-7,-2,-7,-2,-7,-1,-7,-2,-7,-2,-7,-2,-7,-2,-7,-2,-7,0,0,-2,-7,-2,-7,-2,-8,-2,-7,-2,-7,-2,-7,-1,-7,-1,-7,-1,-7,-1,-7,-1,-7,0,-7,0,-7,0,-7,0,-6,0,-6,0,-6,0,-6,1,-6,1,-5,1,-5,1,-5,1,-4,1,-4,2,-4,2,-4,0,0,0,0,0,0,0,0,0,0"
1766188166.282213,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,5,8,5,8,5,8,5,7,5,8,5,7,4,7,4,7,3,7,4,8,3,7,3,7,3,7,3,7,3,7,2,7,2,7,2,7,2,7,2,7,2,7,1,8,1,7,1,8,2,0,0,8,1,8,2,8,2,8,2,7,2,7,2,7,2,7,2,7,2,7,3,7,3,6,3,6,3,6,3,5,3,5,4,5,4,5,3,4,4,4,3,3,4,3,4,2,3,3,4,2,4,2,4,0,0,0,0,0,0,0,0,0,0"
1766188166.3021,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,10,2,10,1,10,1,9,1,8,2,8,2,8,2,8,2,7,2,8,3,8,3,7,3,7,2,7,3,7,4,6,3,6,4,6,4,6,3,6,4,6,4,5,4,6,4,6,4,6,0,0,5,6,4,6,4,6,4,6,4,6,4,6,4,6,3,6,3,6,3,6,3,7,2,6,2,6,2,6,2,6,2,6,1,6,1,6,1,5,1,5,0,5,0,5,0,5,-1,5,-1,4,-1,4,0,0,0,0,0,0,0,0,0,0"
1766188166.32854,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-3,-10,-3,-10,-4,-10,-3,-10,-3,-10,-3,-9,-4,-9,-4,-9,-4,-9,-4,-8,-4,-8,-5,-8,-4,-8,-5,-8,-4,-7,-5,-8,-5,-7,-5,-7,-5,-7,-5,-7,-5,-7,-5,-7,-5,-6,-6,-6,-6,-7,-6,-7,0,0,-6,-7,-6,-7,-6,-7,-6,-7,-5,-7,-5,-7,-5,-7,-5,-7,-5,-7,-5,-7,-4,-7,-4,-7,-4,-7,-3,-7,-3,-7,-3,-7,-2,-7,-2,-6,-2,-7,-2,-6,-2,-6,-1,-6,-1,-6,-1,-6,0,-5,0,-5,0,0,0,0,0,0,0,0,0,0"
1766188166.3512077,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,8,5,8,4,8,4,8,4,7,4,7,4,7,4,7,5,6,4,7,5,6,5,6,4,6,4,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,5,4,6,4,5,4,6,4,0,0,6,4,6,4,6,4,6,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,3,5,3,5,3,5,3,5,2,5,2,4,2,4,2,4,1,4,1,4,1,4,0,4,0,0,0,0,0,0,0,0,0,0"
1766188166.3673353,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-2,10,-2,9,-2,10,-2,9,-1,9,-1,9,-1,9,-1,8,0,8,0,8,0,8,0,8,0,8,0,7,0,7,1,8,2,7,1,7,2,7,2,7,1,7,2,7,2,6,2,7,2,7,2,7,0,0,3,7,2,7,2,7,3,7,2,7,2,7,2,7,2,7,2,7,1,7,1,7,1,6,0,6,0,6,0,6,0,6,0,6,0,6,-1,5,-1,5,-1,5,-1,5,-2,5,-2,5,-2,4,-2,4,0,0,0,0,0,0,0,0,0,0"
1766188166.3862379,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,7,-8,7,-8,7,-8,7,-8,6,-7,6,-7,5,-8,5,-7,5,-7,5,-7,5,-7,5,-8,4,-8,4,-7,4,-7,4,-8,3,-8,3,-7,3,-8,3,-8,3,-7,2,-8,2,-7,2,-8,2,-8,2,-8,0,0,2,-8,2,-8,2,-8,2,-9,2,-8,3,-8,3,-8,3,-8,3,-7,3,-7,4,-7,3,-6,3,-6,3,-7,3,-6,4,-6,4,-6,4,-5,4,-5,3,-5,4,-4,4,-4,4,-4,4,-3,4,-3,4,-2,0,0,0,0,0,0,0,0,0,0"
1766188166.4046361,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-10,-3,-10,-3,-11,-3,-10,-3,-10,-3,-9,-3,-9,-2,-9,-2,-9,-2,-9,-1,-9,-2,-9,-1,-9,-1,-9,-1,-8,-1,-9,-1,-8,0,-8,0,-8,1,-8,0,-8,0,-8,0,-8,1,-8,1,-8,1,-8,1,0,0,-8,1,-9,1,-8,1,-9,1,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,-1,-7,-1,-7,-1,-7,-1,-7,-2,-7,-2,-7,-2,-6,-2,-6,-2,-6,-2,-6,-3,-5,-3,-5,-3,-5,-3,-4,-3,-4,-3,0,0,0,0,0,0,0,0,0,0"
1766188166.422421,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-5,8,-5,8,-5,8,-5,8,-5,7,-4,7,-4,7,-4,7,-4,7,-3,7,-4,7,-3,7,-3,7,-3,7,-3,6,-3,7,-2,7,-2,6,-1,7,-2,7,-2,6,-1,7,-1,6,-1,7,-1,7,-1,7,0,0,-1,7,-1,7,-1,7,-1,7,-2,7,-2,7,-2,7,-2,7,-2,6,-2,6,-3,6,-2,6,-3,6,-3,6,-3,5,-3,5,-3,5,-3,5,-4,4,-3,4,-4,4,-4,3,-4,3,-4,3,-4,2,-4,2,0,0,0,0,0,0,0,0,0,0"
1766188166.4416957,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,4,9,4,9,4,8,3,8,3,8,3,8,3,8,3,8,2,8,2,8,2,8,1,8,1,7,1,8,1,8,0,7,0,8,0,8,0,7,0,8,0,7,0,8,-1,8,-1,8,0,0,0,8,-1,8,-1,8,-1,8,-1,8,0,8,0,8,0,8,0,7,0,7,1,7,1,7,1,7,1,6,1,6,2,6,2,6,2,6,2,5,2,5,2,5,2,4,2,4,2,4,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0"
1766188166.4613512,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,9,1,9,1,10,0,9,1,9,0,8,0,8,0,8,-1,8,0,8,-1,8,-1,8,-2,8,-2,7,-2,7,-2,8,-2,7,-2,7,-2,7,-3,7,-2,6,-2,7,-3,6,-3,7,-4,7,-3,7,-3,0,0,7,-3,7,-3,7,-3,7,-3,7,-3,7,-3,7,-2,7,-2,7,-2,7,-2,7,-2,6,-2,6,-1,6,-1,6,-1,6,-1,6,0,6,0,5,0,5,0,5,1,5,1,4,1,4,1,4,1,3,2,0,0,0,0,0,0,0,0,0,0"
1766188166.4792542,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-9,5,-9,5,-9,5,-9,5,-8,5,-8,4,-8,5,-8,5,-8,4,-7,5,-7,5,-7,5,-6,5,-6,5,-6,5,-6,5,-6,6,-5,5,-5,6,-5,6,-5,5,-5,6,-4,5,-5,7,-5,6,-5,6,0,0,-5,6,-5,6,-6,7,-5,6,-6,6,-5,6,-5,6,-6,6,-5,5,-5,4,-5,4,-6,5,-4,5,-6,4,-6,3,-6,5,-7,5,-5,2,-8,3,-7,2,-6,0,-5,4,-5,3,-5,5,-6,3,-3,0,0,0,0,0,0,0,0,0,0,0"
1766188166.498768,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,-2,10,-2,10,-3,10,-2,9,-3,9,-2,8,-3,8,-3,8,-3,8,-3,8,-3,8,-4,7,-4,7,-4,7,-4,7,-4,7,-5,6,-4,6,-5,6,-5,6,-4,6,-5,6,-5,6,-6,6,-5,7,-5,0,0,6,-6,6,-5,6,-6,6,-5,6,-5,6,-5,7,-5,6,-4,6,-4,6,-4,7,-4,6,-4,6,-3,6,-3,6,-3,6,-3,6,-2,6,-2,6,-2,5,-2,5,-1,5,-1,5,-1,5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0"
1766188166.5181513,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,2,-10,2,-10,1,-10,2,-10,2,-10,1,-10,1,-9,1,-9,0,-9,0,-9,1,-9,0,-9,0,-9,0,-9,0,-8,-1,-9,-2,-9,-1,-8,-2,-8,-2,-8,-1,-8,-2,-8,-2,-7,-3,-8,-2,-8,-2,-9,0,0,-3,-8,-2,-9,-2,-8,-2,-8,-2,-8,-2,-9,-2,-8,-2,-8,-2,-8,-1,-8,-1,-8,-1,-7,-1,-7,-1,-8,0,-7,0,-7,0,-7,0,-7,0,-6,0,-6,1,-6,1,-5,1,-5,2,-5,2,-5,2,-5,0,0,0,0,0,0,0,0,0,0"
1766188166.5344894,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-1,10,-1,9,-1,10,-1,9,-1,9,-1,8,0,8,0,8,0,8,0,8,0,8,0,8,1,8,1,7,1,7,1,8,2,7,1,7,2,7,2,7,2,6,2,7,2,6,3,7,2,7,2,7,0,0,3,7,2,7,2,7,3,7,2,7,2,7,2,7,1,7,1,7,1,7,1,7,1,6,1,6,0,6,0,6,0,6,-1,6,-1,6,-1,6,-1,5,-1,5,-1,5,-2,5,-2,4,-2,4,-2,3,0,0,0,0,0,0,0,0,0,0"
1766188166.5537043,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,2,10,2,10,2,10,2,9,2,9,2,9,1,8,1,8,1,8,0,8,1,9,0,8,0,8,0,7,0,8,0,8,-1,7,-1,8,-1,7,-1,7,-1,8,-2,7,-1,8,-2,8,-1,8,-1,0,0,8,-2,8,-1,8,-1,8,-1,7,-1,8,-1,8,-1,8,-1,7,0,7,0,7,0,7,0,7,0,7,1,6,1,6,1,6,1,6,1,5,2,5,2,5,2,5,2,4,2,4,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0"
1766188166.5741827,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-9,5,-9,5,-10,5,-9,5,-9,6,-8,5,-9,7,-7,5,-7,5,-6,6,-9,5,-7,6,-6,6,-6,5,-5,7,-6,6,-6,6,-5,5,-7,7,-5,6,-5,6,-5,7,-3,7,-4,7,-5,7,-5,7,0,0,-5,7,-5,7,-5,7,-3,6,-5,6,-5,6,-5,6,-6,5,-5,6,-5,5,-6,5,-5,6,-5,5,-5,5,-6,4,-5,3,-6,4,-6,3,-6,3,-6,2,-6,2,-5,2,-5,2,-6,3,-5,1,-5,0,0,0,0,0,0,0,0,0,0,0"
1766188166.5971327,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-11,-2,-11,-2,-11,-1,-11,-2,-10,-1,-10,-1,-10,-1,-9,0,-10,0,-9,0,-10,0,-9,0,-9,0,-9,0,-8,1,-9,1,-9,2,-8,1,-8,2,-,7,1,7,2,7,1,7,1,7,1,7,1,7,1,7,1,7,0,7,0,6,0,6,0,6,-1,6,-1,6,-1,6,-1,6,-1,5,-1,5,-2,5,-2,5,-2,4,-3,4,-2,4,-3,3,0,0,0,0,0,0,01,6,-1,6,-1,5,-1,5,-2,5,-2,5,-2,4,-3,4,-2,4,-3,3,0,0,0,0,0,0,01,6,-1,6,-1,5,-1,5,-2,5,-2,5,-2,4,-3,4,-2,4,-3,3,0,0,0,0,0,0,0,0,0,0"
1766188166.6554148,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-7,-8,-7,-8,-8,-8,-7,-8,-7,-8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-6,-7,-6,-8,-6,-7,-6,-7,-5,-7,-5,-8,-5,-8,-5,-7,-4,-8,-4,-8,-4,-7,-4,-8,-4,-7,-4,-8,-3,-8,-4,-8,-4,0,0,-9,-4,-8,-4,-8,-4,-8,-4,-8,-4,-8,-4,-8,-4,-8,-4,-7,-4,-7,-4,-7,-5,-7,-4,-6,-4,-6,-5,-6,-5,-6,-5,-6,-5,-5,-5,-5,-5,-5,-5,-4,-5,-4,-5,-3,-5,-3,-5,-3,-5,-2,-5,0,0,0,0,0,0,0,0,0,0"
1766188166.6721885,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-4,-10,-4,-10,-5,-10,-4,-10,-4,-9,-5,-9,-5,-9,-5,-8,-5,-8,-5,-8,-5,-8,-5,-8,-5,-8,-5,-7,-5,-7,-6,-8,-6,-7,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-7,-6,-7,-6,-7,-7,0,0,-7,-6,-6,-6,-7,-6,-7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6,-5,-7,-5,-6,-5,-6,-4,-6,-4,-6,-4,-7,-4,-6,-4,-6,-3,-6,-3,-6,-3,-6,-2,-6,-2,-5,-2,-6,-1,-5,-1,-5,0,0,0,0,0,0,0,0,0,0"
1766188166.6892009,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,-1,10,0,9,-1,9,-1,9,-1,8,-1,8,-1,8,-2,8,-1,8,-2,8,-2,8,-2,7,-2,8,-2,7,-3,7,-3,7,-4,7,-3,7,-3,7,-4,6,-3,7,-4,7,-4,7,-4,0,0,7,-4,7,-4,7,-4,7,-4,7,-3,7,-4,8,-3,7,-3,7,-3,7,-2,7,-2,6,-2,7,-2,7,-2,6,-1,6,-1,7,-1,6,-1,6,0,5,0,5,0,5,0,5,0,5,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0"
1766188166.709321,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-3,-11,-3,-11,-3,-11,-3,-11,-3,-10,-3,-10,-3,-9,-4,-9,-4,-9,-4,-8,-4,-9,-4,-9,-4,-8,-4,-8,-4,-8,-5,-8,-5,-7,-5,-7,-5,-7,-5,-7,-5,-7,-6,-7,-5,-6,-6,-7,-5,-7,-6,-7,0,0,-6,-7,-6,-7,-6,-7,-6,-7,-5,-7,-5,-7,-5,-7,-5,-7,-5,-7,-5,-7,-4,-8,-4,-7,-4,-7,-4,-7,-3,-7,-3,-7,-3,-7,-3,-7,-2,-7,-2,-6,-2,-6,-2,-6,-1,-6,-1,-6,-1,-5,0,-5,0,0,0,0,0,0,0,0,0,0"
1766188166.7297184,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,3,-10,3,-10,3,-11,3,-10,3,-10,2,-9,2,-10,2,-9,2,-9,1,-9,1,-9,1,-9,1,-9,1,-9,0,-8,0,-9,-1,-9,-1,-9,-1,-9,-1,-9,-1,-8,-1,-8,-1,-8,-2,-9,-1,-9,-1,-9,0,0,-2,-9,-1,-9,-2,-9,-2,-9,-1,-9,-1,-9,-1,-9,-1,-9,-1,-8,-1,-9,0,-9,0,-8,0,-8,0,-8,0,-8,1,-7,1,-7,1,-7,1,-7,1,-6,1,-6,2,-6,2,-5,2,-5,2,-5,2,-4,0,0,0,0,0,0,0,0,0,0"
1766188166.7486613,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-11,1,-11,1,-11,1,-11,1,-10,1,-10,1,-10,1,-9,1,-9,2,-9,2,-9,2,-9,2,-9,2,-8,2,-8,2,-8,3,-8,3,-7,3,-8,4,-7,3,-7,3,-7,3,-7,4,-7,4,-7,4,-7,4,0,0,-7,4,-8,4,-7,4,-8,4,-7,4,-8,4,-8,4,-7,3,-7,3,-7,3,-8,3,-7,2,-7,2,-7,2,-7,2,-7,1,-7,1,-7,1,-7,1,-6,0,-6,0,-6,0,-6,0,-6,-1,-5,-1,-5,-1,0,0,0,0,0,0,0,0,0,0"
1766188166.7644103,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,9,2,9,2,9,2,9,2,8,2,8,2,8,2,8,3,7,3,8,3,7,3,7,3,7,3,6,3,7,4,6,3,6,4,6,4,6,3,6,4,6,4,5,5,6,4,6,4,6,0,0,5,6,4,6,4,6,5,6,4,6,4,6,4,6,4,6,4,6,4,6,3,6,3,6,2,6,2,6,2,6,2,6,1,6,1,6,1,5,1,5,0,5,0,5,0,5,-1,5,-1,4,-1,4,0,0,0,0,0,0,0,0,0,0"
1766188166.7831912,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,3,-10,3,-10,2,-11,3,-10,3,-10,2,-9,2,-9,1,-9,1,-9,1,-9,1,-9,1,-9,1,-9,0,-8,0,-8,0,-9,0,-9,-1,-8,-1,-8,-1,-8,0,-8,-1,-8,-1,-8,-2,-8,-1,-9,-1,-9,0,0,-2,-9,-1,-9,-1,-9,-1,-9,-1,-9,-1,-9,-1,-9,-1,-8,0,-8,0,-8,0,-8,0,-8,0,-8,1,-7,1,-7,1,-7,1,-7,1,-7,1,-6,1,-6,2,-6,2,-5,2,-5,2,-5,2,-4,3,-4,0,0,0,0,0,0,0,0,0,0"
1766188166.803851,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-7,-9,-7,-9,-7,-9,-7,-9,-6,-8,-6,-8,-6,-7,-7,-7,-6,-7,-7,-6,-7,-7,-7,-6,-7,-6,-7,-6,-7,-5,-7,-6,-7,-5,-7,-5,-7,-4,-7,-5,-7,-4,-8,-4,-7,-4,-8,-4,-8,-4,-8,-4,0,0,-8,-4,-8,-4,-8,-4,-8,-4,-7,-4,-8,-4,-7,-5,-7,-5,-7,-5,-7,-5,-7,-5,-6,-5,-6,-5,-6,-5,-6,-5,-5,-5,-5,-5,-5,-5,-4,-5,-4,-5,-4,-5,-4,-5,-3,-5,-3,-5,-3,-5,-2,-5,0,0,0,0,0,0,0,0,0,0"
1766188166.8206332,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-5,9,-5,9,-4,9,-4,9,-4,9,-4,8,-3,8,-3,8,-3,8,-3,8,-3,8,-2,8,-2,8,-2,8,-2,7,-2,8,-1,8,-1,7,0,7,-1,7,-1,7,0,7,0,7,0,8,0,8,0,8,0,0,1,8,0,8,0,8,0,8,0,7,0,8,0,8,0,7,-1,7,-1,8,-1,7,-1,6,-1,7,-1,7,-2,7,-2,6,-2,6,-2,6,-2,5,-2,5,-2,5,-3,5,-3,4,-3,4,-3,4,-3,3,0,0,0,0,0,0,0,0,0,0"
1766188166.836687,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,6,-9,6,-9,6,-9,6,-8,5,-8,5,-8,5,-8,5,-8,5,-8,4,-8,4,-8,4,-9,3,-8,3,-8,3,-8,3,-8,3,-8,2,-8,2,-8,2,-8,2,-8,2,-8,2,-8,1,-9,2,-8,2,-9,0,0,2,-9,2,-9,2,-9,2,-9,3,-8,3,-8,3,-9,2,-8,3,-7,3,-7,3,-7,2,-7,3,-7,3,-7,4,-6,4,-6,4,-6,3,-5,4,-5,4,-5,4,-5,4,-4,4,-4,4,-3,4,-3,4,-3,0,0,0,0,0,0,0,0,0,0"
1766188166.8535483,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-9,-4,-8,-4,-9,-4,-9,-5,-8,-4,-8,-4,-8,-3,-7,-3,-8,-3,-8,-3,-8,-4,-8,-2,-7,-2,-7,-2,-7,-2,-8,-2,-8,-1,-7,-2,-8,-1,-7,-1,-7,-1,-7,-1,-7,-1,-8,0,-7,-1,-8,-1,0,0,-8,0,-8,-1,-8,-1,-8,-1,-8,-1,-7,-1,-8,-1,-7,-1,-7,-1,-7,-1,-7,-2,-7,-2,-7,-2,-6,-2,-6,-2,-6,-3,-6,-3,-6,-3,-6,-3,-5,-3,-5,-3,-5,-3,-4,-3,-4,-4,-4,-4,-3,-4,0,0,0,0,0,0,0,0,0,0"
1766188166.869556,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-5,8,-5,9,-5,9,-5,9,-4,8,-4,8,-4,8,-3,8,-3,8,-3,8,-3,8,-3,8,-3,8,-3,8,-2,7,-2,8,-1,8,-1,7,-1,8,-1,8,-1,7,-1,8,-1,7,0,8,-1,8,-1,8,0,0,0,8,-1,8,-1,8,0,8,-1,7,-1,8,-1,8,-1,7,-1,7,-1,7,-2,7,-2,7,-2,6,-2,7,-2,6,-2,6,-3,6,-3,5,-3,5,-3,5,-3,5,-3,4,-3,4,-4,4,-4,3,-4,3,0,0,0,0,0,0,0,0,0,0"
1766188166.8887677,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,9,-5,8,-5,8,-6,9,-5,8,-5,8,-5,7,-5,7,-5,7,-5,6,-6,7,-6,6,-6,6,-6,6,-6,5,-6,6,-6,5,-7,5,-6,5,-7,5,-7,5,-6,4,-7,4,-6,4,-8,4,-7,4,-7,0,0,4,-7,5,-7,5,-7,4,-7,5,-6,5,-7,5,-6,4,-6,5,-7,6,-6,6,-6,4,-6,4,-5,5,-6,6,-5,5,-4,3,-7,7,-5,4,-5,7,-4,6,-4,3,-3,5,-4,4,-4,3,-3,3,-2,0,0,0,0,0,0,0,0,0,0"
1766188166.907693,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,9,-3,9,-3,9,-4,9,-3,9,-3,8,-3,8,-3,8,-3,8,-4,8,-4,7,-4,7,-5,7,-4,7,-4,6,-4,7,-5,6,-5,6,-5,6,-5,6,-5,6,-5,6,-5,5,-5,5,-6,6,-6,6,-5,0,0,6,-6,6,-6,5,-6,6,-6,6,-5,6,-5,6,-6,6,-5,6,-5,6,-4,6,-4,6,-4,6,-4,6,-3,6,-3,6,-3,6,-3,5,-3,6,-2,5,-2,5,-1,5,-1,5,-1,5,-1,4,-1,4,0,0,0,0,0,0,0,0,0,0,0"
1766188166.9250066,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-4,8,-5,8,-4,8,-5,8,-4,8,-4,7,-3,8,-3,7,-3,7,-3,7,-3,7,-2,8,-2,7,-2,7,-2,7,-2,7,-1,7,-1,7,-1,7,-1,7,-1,6,-1,7,-1,7,0,7,-1,7,-1,7,0,0,-1,7,-1,7,0,7,0,7,-1,7,-1,7,-1,7,-1,7,-1,7,-1,7,-1,7,-2,6,-2,6,-2,6,-2,5,-2,5,-3,5,-3,5,-2,5,-3,5,-3,4,-3,4,-3,3,-3,3,-3,3,-4,3,0,0,0,0,0,0,0,0,0,0"
1766188166.9392624,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,8,6,7,7,6,6,6,6,6,5,6,5,7,5,7,4,7,4,7,4,7,4,7,4,6,3,7,4,7,3,6,3,7,2,7,3,7,2,7,2,6,2,8,1,7,2,8,2,0,0,8,2,7,2,8,2,8,2,7,2,7,3,7,3,7,3,6,3,6,3,6,3,5,3,6,3,5,3,5,4,5,4,5,4,4,4,4,4,4,4,3,4,3,4,3,3,3,4,2,4,1,4,0,0,0,0,0,0,0,0,0,0"
1766188166.9565947,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,8,-6,8,-6,8,-7,8,-6,8,-6,7,-6,7,-6,6,-6,6,-6,6,-7,6,-6,6,-7,5,-7,5,-7,5,-6,5,-7,4,-7,4,-7,4,-8,4,-7,4,-7,4,-8,3,-7,3,-8,4,-8,4,-8,0,0,3,-8,3,-8,4,-8,3,-8,4,-7,4,-8,4,-8,4,-7,4,-7,4,-7,4,-7,4,-7,4,-6,4,-6,5,-6,4,-5,5,-5,4,-5,4,-5,4,-4,4,-4,4,-4,4,-3,4,-3,4,-3,4,-2,0,0,0,0,0,0,0,0,0,0"
1766188166.9723082,CSI,"0,0,0,0,0,0,0,0,0,0,0,0,-1,10,-1,10,0,11,-1,10,0,10,0,9,0,9,0,8,0,9,1,8,0,9,1,9,1,8,1,8,1,7,2,8,3,8,2,7,2,7,3,7,2,7,3,7,2,7,3,7,3,7,3,7,0,0,4,7,3,7,3,7,3,7,3,7,3,7,3,7,2,7,2,7,2,8,2,7,2,6,1,7,1,7,1,7,0,7,0,7,0,6,0,6,-1,6,-1,5,-1,5,-1,5,-2,5,-2,4,-2,4,0,0,0,0,0,0,0,0,0,0"
